measure_name,sex_name,age_name,cause_name,cityregion,val,population_number
Deaths,Female,5 to 9,Neoplasms,london,5.632749948040122,292447.1669210891
Deaths,Female,5 to 9,Road injuries,london,1.1879270751599567,292447.1669210891
Deaths,Female,5 to 9,Stroke,london,0.09731374095242179,292447.1669210891
Deaths,Female,50 to 54,All causes,london,638.7738689489498,276489.036024098
Deaths,Female,50 to 54,Breast cancer,london,100.0559450503892,276489.036024098
Deaths,Female,50 to 54,Cardiovascular diseases,london,85.72907923904015,276489.036024098
Deaths,Female,50 to 54,Chronic obstructive pulmonary disease,london,18.360677611462798,276489.036024098
Deaths,Female,50 to 54,Colon and rectum cancer,london,26.601013027620265,276489.036024098
Deaths,Female,50 to 54,Diabetes mellitus type 2,london,2.6891776762197437,276489.036024098
Deaths,Female,50 to 54,Ischemic heart disease,london,32.12748601795135,276489.036024098
Deaths,Female,50 to 54,Liver cancer,london,7.396249899875631,276489.036024098
Deaths,Female,50 to 54,Lower respiratory infections,london,17.09615368122626,276489.036024098
Deaths,Female,50 to 54,Neoplasms,london,348.191374965613,276489.036024098
Deaths,Female,50 to 54,Road injuries,london,3.752714852464376,276489.036024098
Deaths,Female,50 to 54,Stomach cancer,london,7.738940901504888,276489.036024098
Deaths,Female,50 to 54,Stroke,london,22.922723086149603,276489.036024098
Deaths,Female,50 to 54,"Tracheal, bronchus, and lung cancer",london,58.68554303429702,276489.036024098
Deaths,Female,50 to 54,Uterine cancer,london,5.93540937041137,276489.036024098
Deaths,Female,55 to 59,All causes,london,822.8285229955592,228149.35017069816
Deaths,Female,55 to 59,Breast cancer,london,104.77598696948843,228149.35017069816
Deaths,Female,55 to 59,Cardiovascular diseases,london,120.47807112093776,228149.35017069816
Deaths,Female,55 to 59,Chronic obstructive pulmonary disease,london,34.79655677789677,228149.35017069816
Deaths,Female,55 to 59,Colon and rectum cancer,london,37.242188630695864,228149.35017069816
Deaths,Female,55 to 59,Diabetes mellitus type 2,london,3.5973805482655186,228149.35017069816
Deaths,Female,55 to 59,Ischemic heart disease,london,50.716850664630215,228149.35017069816
Deaths,Female,55 to 59,Liver cancer,london,10.858210919899589,228149.35017069816
Deaths,Female,55 to 59,Lower respiratory infections,london,21.17539535813376,228149.35017069816
Deaths,Female,55 to 59,Neoplasms,london,463.33566934827866,228149.35017069816
Deaths,Female,55 to 59,Road injuries,london,3.459089194505051,228149.35017069816
Deaths,Female,55 to 59,Stomach cancer,london,10.629325818408581,228149.35017069816
Deaths,Female,55 to 59,Stroke,london,28.088270823889683,228149.35017069816
Deaths,Female,55 to 59,"Tracheal, bronchus, and lung cancer",london,96.66412132147073,228149.35017069816
Deaths,Female,55 to 59,Uterine cancer,london,10.689065678656206,228149.35017069816
Deaths,Female,60 to 64,All causes,london,969.5536319795029,182555.63283217043
Deaths,Female,60 to 64,Breast cancer,london,93.37332062499304,182555.63283217043
Deaths,Female,60 to 64,Cardiovascular diseases,london,167.6565906680873,182555.63283217043
Deaths,Female,60 to 64,Chronic obstructive pulmonary disease,london,59.90933578466262,182555.63283217043
Deaths,Female,60 to 64,Colon and rectum cancer,london,42.123692051612686,182555.63283217043
Deaths,Female,60 to 64,Diabetes mellitus type 2,london,5.285979048724133,182555.63283217043
Deaths,Female,60 to 64,Ischemic heart disease,london,76.1182178627085,182555.63283217043
Deaths,Female,60 to 64,Liver cancer,london,12.935382575067635,182555.63283217043
Deaths,Female,60 to 64,Lower respiratory infections,london,26.490839152367872,182555.63283217043
Deaths,Female,60 to 64,Neoplasms,london,526.6732668774321,182555.63283217043
Deaths,Female,60 to 64,Road injuries,london,2.8532383109104806,182555.63283217043
Deaths,Female,60 to 64,Stomach cancer,london,12.784349124925681,182555.63283217043
Deaths,Female,60 to 64,Stroke,london,34.92981551001795,182555.63283217043
Deaths,Female,60 to 64,"Tracheal, bronchus, and lung cancer",london,125.69043664737411,182555.63283217043
Deaths,Female,60 to 64,Uterine cancer,london,14.866909090066322,182555.63283217043
Deaths,Female,65 to 69,All causes,london,1405.7670127334325,155782.00794739777
Deaths,Female,65 to 69,Breast cancer,london,107.09928961859715,155782.00794739777
Deaths,Female,65 to 69,Cardiovascular diseases,london,279.93471080458283,155782.00794739777
Deaths,Female,65 to 69,Chronic obstructive pulmonary disease,london,101.9937062131324,155782.00794739777
Deaths,Female,65 to 69,Colon and rectum cancer,london,59.24781741957557,155782.00794739777
Deaths,Female,65 to 69,Diabetes mellitus type 2,london,7.972235130426454,155782.00794739777
Deaths,Female,65 to 69,Ischemic heart disease,london,132.33157776206775,155782.00794739777
Deaths,Female,65 to 69,Liver cancer,london,18.81277703143114,155782.00794739777
Deaths,Female,65 to 69,Lower respiratory infections,london,40.58956785585334,155782.00794739777
Deaths,Female,65 to 69,Neoplasms,london,718.0371515916494,155782.00794739777
Deaths,Female,65 to 69,Road injuries,london,3.5288261359515465,155782.00794739777
Deaths,Female,65 to 69,Stomach cancer,london,18.42404045943571,155782.00794739777
Deaths,Female,65 to 69,Stroke,london,58.47451600111374,155782.00794739777
Deaths,Female,65 to 69,"Tracheal, bronchus, and lung cancer",london,183.78909408788434,155782.00794739777
Deaths,Female,65 to 69,Uterine cancer,london,22.106064394883074,155782.00794739777
Deaths,Female,70 to 74,All causes,london,1926.994772601444,130256.8484026803
Deaths,Female,70 to 74,Breast cancer,london,112.01244450334548,130256.8484026803
Deaths,Female,70 to 74,Cardiovascular diseases,london,448.4116201239185,130256.8484026803
Deaths,Female,70 to 74,Chronic obstructive pulmonary disease,london,156.75588728818306,130256.8484026803
Deaths,Female,70 to 74,Colon and rectum cancer,london,74.38360645014149,130256.8484026803
Deaths,Female,70 to 74,Diabetes mellitus type 2,london,13.53990733967088,130256.8484026803
Deaths,Female,70 to 74,Ischemic heart disease,london,202.23778515537535,130256.8484026803
Deaths,Female,70 to 74,Liver cancer,london,24.059791491740043,130256.8484026803
Deaths,Female,70 to 74,Lower respiratory infections,london,71.33131447217447,130256.8484026803
Deaths,Female,70 to 74,Neoplasms,london,849.7779680513613,130256.8484026803
Deaths,Female,70 to 74,Road injuries,london,4.047551620379272,130256.8484026803
Deaths,Female,70 to 74,Stomach cancer,london,26.10133765229918,130256.8484026803
Deaths,Female,70 to 74,Stroke,london,102.62950985215367,130256.8484026803
Deaths,Female,70 to 74,"Tracheal, bronchus, and lung cancer",london,215.8077097553928,130256.8484026803
Deaths,Female,70 to 74,Uterine cancer,london,25.15922709765023,130256.8484026803
Deaths,Female,75 to 79,All causes,london,2552.8253798454853,99797.14147592663
Deaths,Female,75 to 79,Breast cancer,london,116.81841954203807,99797.14147592663
Deaths,Female,75 to 79,Cardiovascular diseases,london,683.781497405262,99797.14147592663
Deaths,Female,75 to 79,Chronic obstructive pulmonary disease,london,201.06431622874445,99797.14147592663
Deaths,Female,75 to 79,Colon and rectum cancer,london,93.04413843310428,99797.14147592663
Deaths,Female,75 to 79,Diabetes mellitus type 2,london,19.489847973944663,99797.14147592663
Deaths,Female,75 to 79,Ischemic heart disease,london,289.7809621706433,99797.14147592663
Deaths,Female,75 to 79,Liver cancer,london,28.146887453898167,99797.14147592663
Deaths,Female,75 to 79,Lower respiratory infections,london,122.29505622075996,99797.14147592663
Deaths,Female,75 to 79,Neoplasms,london,904.8842589499496,99797.14147592663
Deaths,Female,75 to 79,Road injuries,london,4.700652061753124,99797.14147592663
Deaths,Female,75 to 79,Stomach cancer,london,35.80010874844165,99797.14147592663
Deaths,Female,75 to 79,Stroke,london,177.1780854617036,99797.14147592663
Deaths,Female,75 to 79,"Tracheal, bronchus, and lung cancer",london,211.91675274960377,99797.14147592663
Deaths,Female,75 to 79,Uterine cancer,london,23.726276074147492,99797.14147592663
Deaths,Female,80 to 84,All causes,london,3696.074171743941,76722.88570711153
Deaths,Female,80 to 84,Breast cancer,london,129.19896469008097,76722.88570711153
Deaths,Female,80 to 84,Cardiovascular diseases,london,1118.0226389692284,76722.88570711153
Deaths,Female,80 to 84,Chronic obstructive pulmonary disease,london,271.7663368574463,76722.88570711153
Deaths,Female,80 to 84,Colon and rectum cancer,london,116.88841856818854,76722.88570711153
Deaths,Female,80 to 84,Diabetes mellitus type 2,london,31.89079366355526,76722.88570711153
Deaths,Female,80 to 84,Ischemic heart disease,london,467.60738798976854,76722.88570711153
Deaths,Female,80 to 84,Liver cancer,london,30.370707814984748,76722.88570711153
Deaths,Female,80 to 84,Lower respiratory infections,london,240.18082331175953,76722.88570711153
Deaths,Female,80 to 84,Neoplasms,london,972.4558259646858,76722.88570711153
Deaths,Female,80 to 84,Road injuries,london,5.305623161696675,76722.88570711153
Deaths,Female,80 to 84,Stomach cancer,london,45.37139464405884,76722.88570711153
Deaths,Female,80 to 84,Stroke,london,302.41149860136954,76722.88570711153
Deaths,Female,80 to 84,"Tracheal, bronchus, and lung cancer",london,203.1523310817186,76722.88570711153
Deaths,Female,80 to 84,Uterine cancer,london,22.657803681277294,76722.88570711153
Deaths,Female,85 to 89,All causes,london,4732.400146520037,50626.03192446541
Deaths,Female,85 to 89,Breast cancer,london,134.70552804401456,50626.03192446541
Deaths,Female,85 to 89,Cardiovascular diseases,london,1521.106776808617,50626.03192446541
Deaths,Female,85 to 89,Chronic obstructive pulmonary disease,london,278.48473552209106,50626.03192446541
Deaths,Female,85 to 89,Colon and rectum cancer,london,121.12868628815767,50626.03192446541
Deaths,Female,85 to 89,Diabetes mellitus type 2,london,37.64347915813746,50626.03192446541
Deaths,Female,85 to 89,Ischemic heart disease,london,608.5419605673626,50626.03192446541
Deaths,Female,85 to 89,Liver cancer,london,26.109109362217477,50626.03192446541
Deaths,Female,85 to 89,Lower respiratory infections,london,445.96081811702135,50626.03192446541
Deaths,Female,85 to 89,Neoplasms,london,868.5028408700439,50626.03192446541
Deaths,Female,85 to 89,Road injuries,london,4.134991739556589,50626.03192446541
Deaths,Female,85 to 89,Stomach cancer,london,43.92789569321036,50626.03192446541
Deaths,Female,85 to 89,Stroke,london,415.6260769738355,50626.03192446541
Deaths,Female,85 to 89,"Tracheal, bronchus, and lung cancer",london,143.6767726216908,50626.03192446541
Deaths,Female,85 to 89,Uterine cancer,london,18.305394686298264,50626.03192446541
Deaths,Female,90 to 94,All causes,london,4154.410890588928,25566.02321028302
Deaths,Female,90 to 94,Breast cancer,london,93.62061424035416,25566.02321028302
Deaths,Female,90 to 94,Cardiovascular diseases,london,1356.140340970783,25566.02321028302
Deaths,Female,90 to 94,Chronic obstructive pulmonary disease,london,211.23352140321157,25566.02321028302
Deaths,Female,90 to 94,Colon and rectum cancer,london,86.69809222254023,25566.02321028302
Deaths,Female,90 to 94,Diabetes mellitus type 2,london,31.888499411696728,25566.02321028302
Deaths,Female,90 to 94,Ischemic heart disease,london,537.4442217736674,25566.02321028302
Deaths,Female,90 to 94,Liver cancer,london,14.552453048789843,25566.02321028302
Deaths,Female,90 to 94,Lower respiratory infections,london,406.3187685127974,25566.02321028302
Deaths,Female,90 to 94,Neoplasms,london,556.8444478905844,25566.02321028302
Deaths,Female,90 to 94,Road injuries,london,2.736374000345445,25566.02321028302
Deaths,Female,90 to 94,Stomach cancer,london,32.07369922834255,25566.02321028302
Deaths,Female,90 to 94,Stroke,london,363.1928184733536,25566.02321028302
Deaths,Female,90 to 94,"Tracheal, bronchus, and lung cancer",london,77.65219961551547,25566.02321028302
Deaths,Female,90 to 94,Uterine cancer,london,10.342841148127057,25566.02321028302
Deaths,Female,95 to 99,All causes,london,2283.9617444963355,8324.011354096516
Deaths,Female,95 to 99,Breast cancer,london,42.50563834427831,8324.011354096516
Deaths,Female,95 to 99,Cardiovascular diseases,london,767.8447218937935,8324.011354096516
Deaths,Female,95 to 99,Chronic obstructive pulmonary disease,london,115.8578755765896,8324.011354096516
Deaths,Female,95 to 99,Colon and rectum cancer,london,36.30610969758889,8324.011354096516
Deaths,Female,95 to 99,Diabetes mellitus type 2,london,17.713914685780995,8324.011354096516
Deaths,Female,95 to 99,Ischemic heart disease,london,304.9284562753954,8324.011354096516
Deaths,Female,95 to 99,Liver cancer,london,5.381763078382677,8324.011354096516
Deaths,Female,95 to 99,Lower respiratory infections,london,266.59150768595083,8324.011354096516
Deaths,Female,95 to 99,Neoplasms,london,227.89932925404378,8324.011354096516
Deaths,Female,95 to 99,Road injuries,london,1.3167388994641824,8324.011354096516
Deaths,Female,95 to 99,Stomach cancer,london,14.500936903823845,8324.011354096516
Deaths,Female,95 to 99,Stroke,london,214.81854966034163,8324.011354096516
Deaths,Female,95 to 99,"Tracheal, bronchus, and lung cancer",london,28.415802788360207,8324.011354096516
Deaths,Female,95 to 99,Uterine cancer,london,3.7599100495617095,8324.011354096516
Deaths,Female,0 to 4,All causes,london,241.58348157437516,309091.77441554476
Deaths,Female,0 to 4,Cardiovascular diseases,london,3.155131690674129,309091.77441554476
Deaths,Female,0 to 4,Chronic obstructive pulmonary disease,london,0.2764724049691757,309091.77441554476
Deaths,Female,0 to 4,Lower respiratory infections,london,10.09408291215749,309091.77441554476
Deaths,Female,0 to 4,Neoplasms,london,9.382218976963612,309091.77441554476
Deaths,Female,0 to 4,Road injuries,london,1.7576344005939082,309091.77441554476
Deaths,Female,0 to 4,Stroke,london,0.25257940555362657,309091.77441554476
Deaths,Male,10 to 14,All causes,london,20.676408794288307,261847.3061401146
Deaths,Male,10 to 14,Cardiovascular diseases,london,0.7938633256217509,261847.3061401146
Deaths,Male,10 to 14,Chronic obstructive pulmonary disease,london,0.04190574585894606,261847.3061401146
Deaths,Male,10 to 14,Liver cancer,london,0.12797861052800896,261847.3061401146
Deaths,Male,10 to 14,Lower respiratory infections,london,0.6058877505260238,261847.3061401146
Deaths,Male,10 to 14,Neoplasms,london,5.654613172766622,261847.3061401146
Deaths,Male,10 to 14,Road injuries,london,2.132418833955128,261847.3061401146
Deaths,Male,10 to 14,Stroke,london,0.1353812397763793,261847.3061401146
Deaths,Male,15 to 19,All causes,london,62.3124936103924,245406.18835101815
Deaths,Male,15 to 19,Breast cancer,london,0.01941694347099484,245406.18835101815
Deaths,Male,15 to 19,Cardiovascular diseases,london,2.6843128551477227,245406.18835101815
Deaths,Male,15 to 19,Chronic obstructive pulmonary disease,london,0.14513220095546175,245406.18835101815
Deaths,Male,15 to 19,Colon and rectum cancer,london,0.08483371561214359,245406.18835101815
Deaths,Male,15 to 19,Diabetes mellitus type 2,london,0.024827036818499397,245406.18835101815
Deaths,Male,15 to 19,Ischemic heart disease,london,0.1728190236517611,245406.18835101815
Deaths,Male,15 to 19,Liver cancer,london,0.20698190446640252,245406.18835101815
Deaths,Male,15 to 19,Lower respiratory infections,london,0.9606578087721758,245406.18835101815
Deaths,Male,15 to 19,Neoplasms,london,7.782144761103188,245406.18835101815
Deaths,Male,15 to 19,Road injuries,london,14.517067552285603,245406.18835101815
Deaths,Male,15 to 19,Stomach cancer,london,0.04029246634080816,245406.18835101815
Deaths,Male,15 to 19,Stroke,london,0.4711175917858039,245406.18835101815
Deaths,Male,15 to 19,"Tracheal, bronchus, and lung cancer",london,0.032810560100811216,245406.18835101815
Deaths,Male,20 to 24,All causes,london,120.51471657863227,302292.1751888391
Deaths,Male,20 to 24,Breast cancer,london,0.023001646577760482,302292.1751888391
Deaths,Male,20 to 24,Cardiovascular diseases,london,5.493758597990231,302292.1751888391
Deaths,Male,20 to 24,Chronic obstructive pulmonary disease,london,0.22622308228645657,302292.1751888391
Deaths,Male,20 to 24,Colon and rectum cancer,london,0.33448437977530376,302292.1751888391
Deaths,Male,20 to 24,Diabetes mellitus type 2,london,0.058142027971188004,302292.1751888391
Deaths,Male,20 to 24,Ischemic heart disease,london,0.7282247080868588,302292.1751888391
Deaths,Male,20 to 24,Liver cancer,london,0.36107673207855023,302292.1751888391
Deaths,Male,20 to 24,Lower respiratory infections,london,1.541149522928441,302292.1751888391
Deaths,Male,20 to 24,Neoplasms,london,10.807266181476626,302292.1751888391
Deaths,Male,20 to 24,Road injuries,london,23.738386246383634,302292.1751888391
Deaths,Male,20 to 24,Stomach cancer,london,0.11935451138084317,302292.1751888391
Deaths,Male,20 to 24,Stroke,london,1.0382339348414003,302292.1751888391
Deaths,Male,20 to 24,"Tracheal, bronchus, and lung cancer",london,0.14434968904876228,302292.1751888391
Deaths,Male,25 to 29,All causes,london,165.10514767652393,412892.55871066405
Deaths,Male,25 to 29,Breast cancer,london,0.03345630175280551,412892.55871066405
Deaths,Male,25 to 29,Cardiovascular diseases,london,10.56428515619028,412892.55871066405
Deaths,Male,25 to 29,Chronic obstructive pulmonary disease,london,0.3016547248877056,412892.55871066405
Deaths,Male,25 to 29,Colon and rectum cancer,london,1.025538305385838,412892.55871066405
Deaths,Male,25 to 29,Diabetes mellitus type 2,london,0.11028350696635572,412892.55871066405
Deaths,Male,25 to 29,Ischemic heart disease,london,2.6170687666756915,412892.55871066405
Deaths,Male,25 to 29,Liver cancer,london,0.6686863216512167,412892.55871066405
Deaths,Male,25 to 29,Lower respiratory infections,london,2.679787344191114,412892.55871066405
Deaths,Male,25 to 29,Neoplasms,london,17.26132826812393,412892.55871066405
Deaths,Male,25 to 29,Road injuries,london,22.767614149267235,412892.55871066405
Deaths,Male,25 to 29,Stomach cancer,london,0.37462470402477144,412892.55871066405
Deaths,Male,25 to 29,Stroke,london,1.9625017613054778,412892.55871066405
Deaths,Male,25 to 29,"Tracheal, bronchus, and lung cancer",london,0.37842207739114603,412892.55871066405
Deaths,Male,30 to 34,All causes,london,230.2255531581373,445614.9409015263
Deaths,Male,30 to 34,Breast cancer,london,0.055597303645283445,445614.9409015263
Deaths,Male,30 to 34,Cardiovascular diseases,london,22.13875310907454,445614.9409015263
Deaths,Male,30 to 34,Chronic obstructive pulmonary disease,london,0.5855971939524046,445614.9409015263
Deaths,Male,30 to 34,Colon and rectum cancer,london,2.7451570451129546,445614.9409015263
Deaths,Male,30 to 34,Diabetes mellitus type 2,london,0.4993873799324025,445614.9409015263
