measure_name,sex_name,age_name,cause_name,cityregion,val,population_number
Deaths,Female,20 to 24,Stomach cancer,nottingham,0.015815904534747655,40192.639345083284
Deaths,Female,20 to 24,Stroke,nottingham,0.17109238764079449,40192.639345083284
Deaths,Female,20 to 24,"Tracheal, bronchus, and lung cancer",nottingham,0.022453779626383383,40192.639345083284
Deaths,Female,20 to 24,Uterine cancer,nottingham,0.005449717382151545,40192.639345083284
Deaths,Female,25 to 29,All causes,nottingham,9.32425868393272,42215.46723743017
Deaths,Female,25 to 29,Breast cancer,nottingham,0.28632948455175233,42215.46723743017
Deaths,Female,25 to 29,Cardiovascular diseases,nottingham,0.7595381964617911,42215.46723743017
Deaths,Female,25 to 29,Chronic obstructive pulmonary disease,nottingham,0.03735560194678601,42215.46723743017
Deaths,Female,25 to 29,Colon and rectum cancer,nottingham,0.124851101360641,42215.46723743017
Deaths,Female,25 to 29,Diabetes mellitus type 2,nottingham,0.010924195361193975,42215.46723743017
Deaths,Female,25 to 29,Ischemic heart disease,nottingham,0.09186462992881142,42215.46723743017
Deaths,Female,25 to 29,Liver cancer,nottingham,0.05895248551730002,42215.46723743017
Deaths,Female,25 to 29,Lower respiratory infections,nottingham,0.22676393026831948,42215.46723743017
Deaths,Female,25 to 29,Neoplasms,nottingham,2.4873910305987637,42215.46723743017
Deaths,Female,25 to 29,Road injuries,nottingham,0.6298083447902412,42215.46723743017
Deaths,Female,25 to 29,Stomach cancer,nottingham,0.05672966274758665,42215.46723743017
Deaths,Female,25 to 29,Stroke,nottingham,0.2612980807826044,42215.46723743017
Deaths,Female,25 to 29,"Tracheal, bronchus, and lung cancer",nottingham,0.05301924879456579,42215.46723743017
Deaths,Female,25 to 29,Uterine cancer,nottingham,0.013887357561262848,42215.46723743017
Deaths,Female,30 to 34,All causes,nottingham,16.790957571317932,36268.70803829262
Deaths,Female,30 to 34,Breast cancer,nottingham,1.4380438726809401,36268.70803829262
Deaths,Female,30 to 34,Cardiovascular diseases,nottingham,1.7369057881639807,36268.70803829262
Deaths,Female,30 to 34,Chronic obstructive pulmonary disease,nottingham,0.0690475724809085,36268.70803829262
Deaths,Female,30 to 34,Colon and rectum cancer,nottingham,0.3914395035845686,36268.70803829262
Deaths,Female,30 to 34,Diabetes mellitus type 2,nottingham,0.04234286679367157,36268.70803829262
Deaths,Female,30 to 34,Ischemic heart disease,nottingham,0.36225125986288315,36268.70803829262
Deaths,Female,30 to 34,Liver cancer,nottingham,0.0951696047398275,36268.70803829262
Deaths,Female,30 to 34,Lower respiratory infections,nottingham,0.3984087904101706,36268.70803829262
Deaths,Female,30 to 34,Neoplasms,nottingham,5.686373728512662,36268.70803829262
Deaths,Female,30 to 34,Road injuries,nottingham,0.6303322786109156,36268.70803829262
Deaths,Female,30 to 34,Stomach cancer,nottingham,0.18315438331587713,36268.70803829262
Deaths,Female,30 to 34,Stroke,nottingham,0.6250672312561456,36268.70803829262
Deaths,Female,30 to 34,"Tracheal, bronchus, and lung cancer",nottingham,0.21731882794448784,36268.70803829262
Deaths,Female,30 to 34,Uterine cancer,nottingham,0.03277907102199861,36268.70803829262
Deaths,Female,35 to 39,All causes,nottingham,23.939907997806742,34998.90313996424
Deaths,Female,35 to 39,Breast cancer,nottingham,3.248331210007309,34998.90313996424
Deaths,Female,35 to 39,Cardiovascular diseases,nottingham,2.835062999778641,34998.90313996424
Deaths,Female,35 to 39,Chronic obstructive pulmonary disease,nottingham,0.13414273112871378,34998.90313996424
Deaths,Female,35 to 39,Colon and rectum cancer,nottingham,0.64888156667792,34998.90313996424
Deaths,Female,35 to 39,Diabetes mellitus type 2,nottingham,0.06035164135013848,34998.90313996424
Deaths,Female,35 to 39,Ischemic heart disease,nottingham,0.7875554067902264,34998.90313996424
Deaths,Female,35 to 39,Liver cancer,nottingham,0.14737975860256042,34998.90313996424
Deaths,Female,35 to 39,Lower respiratory infections,nottingham,0.6007875620039365,34998.90313996424
Deaths,Female,35 to 39,Neoplasms,nottingham,9.5273106408016055,34998.90313996424
Deaths,Female,35 to 39,Road injuries,nottingham,0.5449931520202229,34998.90313996424
Deaths,Female,35 to 39,Stomach cancer,nottingham,0.2828866334362807,34998.90313996424
Deaths,Female,35 to 39,Stroke,nottingham,1.0187179005231213,34998.90313996424
Deaths,Female,35 to 39,"Tracheal, bronchus, and lung cancer",nottingham,0.473030559009445,34998.90313996424
Deaths,Female,35 to 39,Uterine cancer,nottingham,0.06404220353596589,34998.90313996424
Deaths,Female,40 to 44,All causes,nottingham,35.819806407960336,34386.09536360417
Deaths,Female,40 to 44,Breast cancer,nottingham,5.694270580716681,34386.09536360417
Deaths,Female,40 to 44,Cardiovascular diseases,nottingham,4.922570857435,34386.09536360417
Deaths,Female,40 to 44,Chronic obstructive pulmonary disease,nottingham,0.3758360126419493,34386.09536360417
Deaths,Female,40 to 44,Colon and rectum cancer,nottingham,1.140055553778656,34386.09536360417
Deaths,Female,40 to 44,Diabetes mellitus type 2,nottingham,0.08523968087270686,34386.09536360417
Deaths,Female,40 to 44,Ischemic heart disease,nottingham,1.588342471254691,34386.09536360417
Deaths,Female,40 to 44,Liver cancer,nottingham,0.23624732755760752,34386.09536360417
Deaths,Female,40 to 44,Lower respiratory infections,nottingham,0.9146090130522893,34386.09536360417
Deaths,Female,40 to 44,Neoplasms,nottingham,15.891428902449181,34386.09536360417
Deaths,Female,40 to 44,Road injuries,nottingham,0.532378325594311,34386.09536360417
Deaths,Female,40 to 44,Stomach cancer,nottingham,0.4893881653583333,34386.09536360417
Deaths,Female,40 to 44,Stroke,nottingham,1.664753452609752,34386.09536360417
Deaths,Female,40 to 44,"Tracheal, bronchus, and lung cancer",nottingham,1.2872717579976358,34386.09536360417
Deaths,Female,40 to 44,Uterine cancer,nottingham,0.14732859632480738,34386.09536360417
Deaths,Female,45 to 49,All causes,nottingham,65.89564737904905,40346.990534502795
Deaths,Female,45 to 49,Breast cancer,nottingham,10.718256613747391,40346.990534502795
Deaths,Female,45 to 49,Cardiovascular diseases,nottingham,9.57066232479593,40346.990534502795
Deaths,Female,45 to 49,Chronic obstructive pulmonary disease,nottingham,1.0658395019893927,40346.990534502795
Deaths,Female,45 to 49,Colon and rectum cancer,nottingham,2.5062096544229826,40346.990534502795
Deaths,Female,45 to 49,Diabetes mellitus type 2,nottingham,0.3543528397997559,40346.990534502795
Deaths,Female,45 to 49,Ischemic heart disease,nottingham,3.5722433136075518,40346.990534502795
Deaths,Female,45 to 49,Liver cancer,nottingham,0.526259564708659,40346.990534502795
Deaths,Female,45 to 49,Lower respiratory infections,nottingham,1.5395836097150228,40346.990534502795
Deaths,Female,45 to 49,Neoplasms,nottingham,32.4279676424124,40346.990534502795
Deaths,Female,45 to 49,Road injuries,nottingham,0.6493467966903875,40346.990534502795
Deaths,Female,45 to 49,Stomach cancer,nottingham,0.8083222229717004,40346.990534502795
Deaths,Female,45 to 49,Stroke,nottingham,3.0273237098983325,40346.990534502795
Deaths,Female,45 to 49,"Tracheal, bronchus, and lung cancer",nottingham,4.1243255019388965,40346.990534502795
Deaths,Female,45 to 49,Uterine cancer,nottingham,0.3970296339865295,40346.990534502795
Deaths,Female,5 to 9,All causes,nottingham,0.8781715982247429,34001.24675205862
Deaths,Female,5 to 9,Cardiovascular diseases,nottingham,0.028577761822142885,34001.24675205862
Deaths,Female,5 to 9,Chronic obstructive pulmonary disease,nottingham,0.0031598506089847754,34001.24675205862
Deaths,Female,5 to 9,Liver cancer,nottingham,0.0033357486692720878,34001.24675205862
Deaths,Female,5 to 9,Lower respiratory infections,nottingham,0.03510486514111446,34001.24675205862
Deaths,Female,5 to 9,Neoplasms,nottingham,0.2844998542602893,34001.24675205862
Deaths,Female,5 to 9,Road injuries,nottingham,0.06991578910255672,34001.24675205862
Deaths,Female,5 to 9,Stroke,nottingham,0.00816263857125157,34001.24675205862
Deaths,Female,50 to 54,All causes,nottingham,104.66999824866369,41236.77302536381
Deaths,Female,50 to 54,Breast cancer,nottingham,16.229879604484132,41236.77302536381
Deaths,Female,50 to 54,Cardiovascular diseases,nottingham,15.132763768339917,41236.77302536381
Deaths,Female,50 to 54,Chronic obstructive pulmonary disease,nottingham,2.949542179642063,41236.77302536381
Deaths,Female,50 to 54,Colon and rectum cancer,nottingham,4.477286699188714,41236.77302536381
Deaths,Female,50 to 54,Diabetes mellitus type 2,nottingham,0.5039439491967368,41236.77302536381
Deaths,Female,50 to 54,Ischemic heart disease,nottingham,6.380495103280201,41236.77302536381
Deaths,Female,50 to 54,Liver cancer,nottingham,1.084632497160058,41236.77302536381
Deaths,Female,50 to 54,Lower respiratory infections,nottingham,2.481836617647658,41236.77302536381
Deaths,Female,50 to 54,Neoplasms,nottingham,55.8772849872112,41236.77302536381
Deaths,Female,50 to 54,Road injuries,nottingham,0.6858816604883908,41236.77302536381
Deaths,Female,50 to 54,Stomach cancer,nottingham,1.2838962914660321,41236.77302536381
Deaths,Female,50 to 54,Stroke,nottingham,4.617663835938316,41236.77302536381
Deaths,Female,50 to 54,"Tracheal, bronchus, and lung cancer",nottingham,9.25483479234364,41236.77302536381
Deaths,Female,50 to 54,Uterine cancer,nottingham,0.9083743322116982,41236.77302536381
Deaths,Female,55 to 59,All causes,nottingham,150.80963844563786,36455.8650166608
Deaths,Female,55 to 59,Breast cancer,nottingham,18.417138042826327,36455.8650166608
Deaths,Female,55 to 59,Cardiovascular diseases,nottingham,21.75805725090651,36455.8650166608
Deaths,Female,55 to 59,Chronic obstructive pulmonary disease,nottingham,6.740358011248294,36455.8650166608
Deaths,Female,55 to 59,Colon and rectum cancer,nottingham,7.166740539540115,36455.8650166608
Deaths,Female,55 to 59,Diabetes mellitus type 2,nottingham,0.764693068048909,36455.8650166608
Deaths,Female,55 to 59,Ischemic heart disease,nottingham,9.688372214927131,36455.8650166608
Deaths,Female,55 to 59,Liver cancer,nottingham,1.7778476225299515,36455.8650166608
Deaths,Female,55 to 59,Lower respiratory infections,nottingham,3.56245778088939,36455.8650166608
Deaths,Female,55 to 59,Neoplasms,nottingham,84.02894192122231,36455.8650166608
Deaths,Female,55 to 59,Road injuries,nottingham,0.7233725710155035,36455.8650166608
Deaths,Female,55 to 59,Stomach cancer,nottingham,2.0187925500617254,36455.8650166608
Deaths,Female,55 to 59,Stroke,nottingham,6.083181917588115,36455.8650166608
Deaths,Female,55 to 59,"Tracheal, bronchus, and lung cancer",nottingham,18.31298395244273,36455.8650166608
Deaths,Female,55 to 59,Uterine cancer,nottingham,1.8253481006424417,36455.8650166608
Deaths,Female,60 to 64,All causes,nottingham,200.82876394267618,31089.20749393315
Deaths,Female,60 to 64,Breast cancer,nottingham,19.448009660052566,31089.20749393315
Deaths,Female,60 to 64,Cardiovascular diseases,nottingham,32.56625036048842,31089.20749393315
Deaths,Female,60 to 64,Chronic obstructive pulmonary disease,nottingham,13.911495524184094,31089.20749393315
Deaths,Female,60 to 64,Colon and rectum cancer,nottingham,8.918594752788515,31089.20749393315
Deaths,Female,60 to 64,Diabetes mellitus type 2,nottingham,1.1809032829181352,31089.20749393315
Deaths,Female,60 to 64,Ischemic heart disease,nottingham,15.263262659137975,31089.20749393315
Deaths,Female,60 to 64,Liver cancer,nottingham,2.393255160270543,31089.20749393315
Deaths,Female,60 to 64,Lower respiratory infections,nottingham,5.0568712040959625,31089.20749393315
Deaths,Female,60 to 64,Neoplasms,nottingham,108.64115053729455,31089.20749393315
Deaths,Female,60 to 64,Road injuries,nottingham,0.6534615176901208,31089.20749393315
Deaths,Female,60 to 64,Stomach cancer,nottingham,2.7099606859002665,31089.20749393315
Deaths,Female,60 to 64,Stroke,nottingham,8.052328867665494,31089.20749393315
Deaths,Female,60 to 64,"Tracheal, bronchus, and lung cancer",nottingham,27.188545092350545,31089.20749393315
Deaths,Female,60 to 64,Uterine cancer,nottingham,2.7683635395603607,31089.20749393315
Deaths,Female,65 to 69,All causes,nottingham,314.6174112316346,30417.14733506544
Deaths,Female,65 to 69,Breast cancer,nottingham,24.56413760152773,30417.14733506544
Deaths,Female,65 to 69,Cardiovascular diseases,nottingham,55.64332236395988,30417.14733506544
Deaths,Female,65 to 69,Chronic obstructive pulmonary disease,nottingham,25.651901274454133,30417.14733506544
Deaths,Female,65 to 69,Colon and rectum cancer,nottingham,14.182350809421013,30417.14733506544
Deaths,Female,65 to 69,Diabetes mellitus type 2,nottingham,1.771678006160535,30417.14733506544
Deaths,Female,65 to 69,Ischemic heart disease,nottingham,26.638451441064092,30417.14733506544
Deaths,Female,65 to 69,Liver cancer,nottingham,3.6589427423952796,30417.14733506544
Deaths,Female,65 to 69,Lower respiratory infections,nottingham,8.296512065382927,30417.14733506544
Deaths,Female,65 to 69,Neoplasms,nottingham,164.15664304537205,30417.14733506544
Deaths,Female,65 to 69,Road injuries,nottingham,0.851494872331383,30417.14733506544
Deaths,Female,65 to 69,Stomach cancer,nottingham,4.156443177823201,30417.14733506544
Deaths,Female,65 to 69,Stroke,nottingham,13.382213570521792,30417.14733506544
Deaths,Female,65 to 69,"Tracheal, bronchus, and lung cancer",nottingham,44.940442780058376,30417.14733506544
Deaths,Female,65 to 69,Uterine cancer,nottingham,4.467670010422009,30417.14733506544
Deaths,Female,70 to 74,All causes,nottingham,442.40056551325733,27279.749897082744
Deaths,Female,70 to 74,Breast cancer,nottingham,26.45680403909433,27279.749897082744
Deaths,Female,70 to 74,Cardiovascular diseases,nottingham,91.30158157734662,27279.749897082744
Deaths,Female,70 to 74,Chronic obstructive pulmonary disease,nottingham,41.043895929593496,27279.749897082744
Deaths,Female,70 to 74,Colon and rectum cancer,nottingham,17.71342214855692,27279.749897082744
Deaths,Female,70 to 74,Diabetes mellitus type 2,nottingham,3.1388848823082176,27279.749897082744
Deaths,Female,70 to 74,Ischemic heart disease,nottingham,41.37023848795028,27279.749897082744
Deaths,Female,70 to 74,Liver cancer,nottingham,5.000563359237369,27279.749897082744
Deaths,Female,70 to 74,Lower respiratory infections,nottingham,13.925731601784058,27279.749897082744
Deaths,Female,70 to 74,Neoplasms,nottingham,201.3885953664317,27279.749897082744
Deaths,Female,70 to 74,Road injuries,nottingham,1.103725055849886,27279.749897082744
Deaths,Female,70 to 74,Stomach cancer,nottingham,6.07524798479227,27279.749897082744
Deaths,Female,70 to 74,Stroke,nottingham,23.506602509077773,27279.749897082744
Deaths,Female,70 to 74,"Tracheal, bronchus, and lung cancer",nottingham,54.15668035841351,27279.749897082744
Deaths,Female,70 to 74,Uterine cancer,nottingham,5.644797976612719,27279.749897082744
Deaths,Female,75 to 79,All causes,nottingham,599.7994162874224,20079.509985912257
Deaths,Female,75 to 79,Breast cancer,nottingham,28.652506381955064,20079.509985912257
Deaths,Female,75 to 79,Cardiovascular diseases,nottingham,147.46642754665928,20079.509985912257
Deaths,Female,75 to 79,Chronic obstructive pulmonary disease,nottingham,53.3587985698228,20079.509985912257
Deaths,Female,75 to 79,Colon and rectum cancer,nottingham,22.872094655378287,20079.509985912257
Deaths,Female,75 to 79,Diabetes mellitus type 2,nottingham,4.971008378649942,20079.509985912257
Deaths,Female,75 to 79,Ischemic heart disease,nottingham,63.37253563076797,20079.509985912257
Deaths,Female,75 to 79,Liver cancer,nottingham,6.009567512898058,20079.509985912257
Deaths,Female,75 to 79,Lower respiratory infections,nottingham,25.00708983032414,20079.509985912257
Deaths,Female,75 to 79,Neoplasms,nottingham,217.63833531664855,20079.509985912257
Deaths,Female,75 to 79,Road injuries,nottingham,1.388336540659783,20079.509985912257
Deaths,Female,75 to 79,Stomach cancer,nottingham,8.890960566654957,20079.509985912257
Deaths,Female,75 to 79,Stroke,nottingham,43.14450502864885,20079.509985912257
Deaths,Female,75 to 79,"Tracheal, bronchus, and lung cancer",nottingham,52.93125503606914,20079.509985912257
Deaths,Female,75 to 79,Uterine cancer,nottingham,5.343719383542057,20079.509985912257
Deaths,Female,80 to 84,All causes,nottingham,839.0718806324237,15531.027003929888
Deaths,Female,80 to 84,Breast cancer,nottingham,31.882819064531017,15531.027003929888
Deaths,Female,80 to 84,Cardiovascular diseases,nottingham,236.125716413745,15531.027003929888
Deaths,Female,80 to 84,Chronic obstructive pulmonary disease,nottingham,66.33999174598296,15531.027003929888
Deaths,Female,80 to 84,Colon and rectum cancer,nottingham,27.957693754803074,15531.027003929888
Deaths,Female,80 to 84,Diabetes mellitus type 2,nottingham,8.919269938919951,15531.027003929888
Deaths,Female,80 to 84,Ischemic heart disease,nottingham,99.80496850175598,15531.027003929888
Deaths,Female,80 to 84,Liver cancer,nottingham,6.45433957772426,15531.027003929888
Deaths,Female,80 to 84,Lower respiratory infections,nottingham,48.17410771551081,15531.027003929888
Deaths,Female,80 to 84,Neoplasms,nottingham,222.41801016875476,15531.027003929888
Deaths,Female,80 to 84,Road injuries,nottingham,1.540978898238104,15531.027003929888
Deaths,Female,80 to 84,Stomach cancer,nottingham,10.70597397539566,15531.027003929888
Deaths,Female,80 to 84,Stroke,nottingham,73.10379905159674,15531.027003929888
Deaths,Female,80 to 84,"Tracheal, bronchus, and lung cancer",nottingham,44.64717858664363,15531.027003929888
Deaths,Female,80 to 84,Uterine cancer,nottingham,4.725532881476914,15531.027003929888
Deaths,Female,85 to 89,All causes,nottingham,1124.2481690875097,9978.457802919416
Deaths,Female,85 to 89,Breast cancer,nottingham,35.4384697336975,9978.457802919416
Deaths,Female,85 to 89,Cardiovascular diseases,nottingham,353.02917735238873,9978.457802919416
Deaths,Female,85 to 89,Chronic obstructive pulmonary disease,nottingham,70.43571298988957,9978.457802919416
Deaths,Female,85 to 89,Colon and rectum cancer,nottingham,29.02949707901311,9978.457802919416
Deaths,Female,85 to 89,Diabetes mellitus type 2,nottingham,12.358276048480459,9978.457802919416
Deaths,Female,85 to 89,Ischemic heart disease,nottingham,149.49591508773156,9978.457802919416
Deaths,Female,85 to 89,Liver cancer,nottingham,5.822456472168564,9978.457802919416
Deaths,Female,85 to 89,Lower respiratory infections,nottingham,91.3333130655815,9978.457802919416
Deaths,Female,85 to 89,Neoplasms,nottingham,208.77501825581652,9978.457802919416
Deaths,Female,85 to 89,Road injuries,nottingham,1.287735301887918,9978.457802919416
Deaths,Female,85 to 89,Stomach cancer,nottingham,10.672749415197977,9978.457802919416
Deaths,Female,85 to 89,Stroke,nottingham,114.43775047376883,9978.457802919416
Deaths,Female,85 to 89,"Tracheal, bronchus, and lung cancer",nottingham,34.18414323329011,9978.457802919416
Deaths,Female,85 to 89,Uterine cancer,nottingham,4.002104423657351,9978.457802919416
Deaths,Female,90 to 94,All causes,nottingham,903.0951129581523,4714.876695004853
Deaths,Female,90 to 94,Breast cancer,nottingham,22.11612513054329,4714.876695004853
Deaths,Female,90 to 94,Cardiovascular diseases,nottingham,292.82263769549905,4714.876695004853
Deaths,Female,90 to 94,Chronic obstructive pulmonary disease,nottingham,50.71258363804109,4714.876695004853
Deaths,Female,90 to 94,Colon and rectum cancer,nottingham,19.127675355127263,4714.876695004853
Deaths,Female,90 to 94,Diabetes mellitus type 2,nottingham,9.443472776184628,4714.876695004853
Deaths,Female,90 to 94,Ischemic heart disease,nottingham,123.56483553358618,4714.876695004853
Deaths,Female,90 to 94,Liver cancer,nottingham,2.922741340731891,4714.876695004853
Deaths,Female,90 to 94,Lower respiratory infections,nottingham,78.3108098969391,4714.876695004853
Deaths,Female,90 to 94,Neoplasms,nottingham,122.03895030597255,4714.876695004853
Deaths,Female,90 to 94,Road injuries,nottingham,0.7869438310948682,4714.876695004853
Deaths,Female,90 to 94,Stomach cancer,nottingham,7.295081469680261,4714.876695004853
Deaths,Female,90 to 94,Stroke,nottingham,94.45592067823229,4714.876695004853
Deaths,Female,90 to 94,"Tracheal, bronchus, and lung cancer",nottingham,16.747560918852074,4714.876695004853
Deaths,Female,90 to 94,Uterine cancer,nottingham,2.0789933882791733,4714.876695004853
Deaths,Female,95 to 99,All causes,nottingham,465.829964500954,1383.1592194257614
Deaths,Female,95 to 99,Breast cancer,nottingham,9.07793998491622,1383.1592194257614
Deaths,Female,95 to 99,Cardiovascular diseases,nottingham,153.91596777696606,1383.1592194257614
Deaths,Female,95 to 99,Chronic obstructive pulmonary disease,nottingham,26.018112934433596,1383.1592194257614
Deaths,Female,95 to 99,Colon and rectum cancer,nottingham,7.505799362648318,1383.1592194257614
Deaths,Female,95 to 99,Diabetes mellitus type 2,nottingham,4.669781493498917,1383.1592194257614
Deaths,Female,95 to 99,Ischemic heart disease,nottingham,65.24696057330068,1383.1592194257614
Deaths,Female,95 to 99,Liver cancer,nottingham,1.0034677303425548,1383.1592194257614
Deaths,Female,95 to 99,Lower respiratory infections,nottingham,46.72583446085624,1383.1592194257614
Deaths,Female,95 to 99,Neoplasms,nottingham,46.38421374404089,1383.1592194257614
Deaths,Female,95 to 99,Road injuries,nottingham,0.3558011222158224,1383.1592194257614
Deaths,Female,95 to 99,Stomach cancer,nottingham,3.0571640877273323,1383.1592194257614
Deaths,Female,95 to 99,Stroke,nottingham,51.65605473342528,1383.1592194257614
Deaths,Female,95 to 99,"Tracheal, bronchus, and lung cancer",nottingham,5.563646965450846,1383.1592194257614
Deaths,Female,95 to 99,Uterine cancer,nottingham,0.7150799522773796,1383.1592194257614
Deaths,Female,0 to 4,All causes,nottingham,27.77973793950259,32159.688614221388
Deaths,Female,0 to 4,Cardiovascular diseases,nottingham,0.32318542894887614,32159.688614221388
Deaths,Female,0 to 4,Chronic obstructive pulmonary disease,nottingham,0.021377965570790594,32159.688614221388
Deaths,Female,0 to 4,Lower respiratory infections,nottingham,0.8977008194890269,32159.688614221388
Deaths,Female,0 to 4,Neoplasms,nottingham,0.8994237705335073,32159.688614221388
Deaths,Female,0 to 4,Road injuries,nottingham,0.20396209816709812,32159.688614221388
Deaths,Female,0 to 4,Stroke,nottingham,0.05047359247364787,32159.688614221388
Deaths,Male,10 to 14,All causes,nottingham,2.61591985717895,32943.75466267522
Deaths,Male,10 to 14,Cardiovascular diseases,nottingham,0.10635095825757876,32943.75466267522
Deaths,Male,10 to 14,Chronic obstructive pulmonary disease,nottingham,0.005160624758738216,32943.75466267522
Deaths,Male,10 to 14,Liver cancer,nottingham,0.012146292749156493,32943.75466267522
Deaths,Male,10 to 14,Lower respiratory infections,nottingham,0.06361277165490221,32943.75466267522
Deaths,Male,10 to 14,Neoplasms,nottingham,0.6567617894068898,32943.75466267522
Deaths,Male,10 to 14,Road injuries,nottingham,0.37112736537237734,32943.75466267522
Deaths,Male,10 to 14,Stroke,nottingham,0.029800027352779153,32943.75466267522
Deaths,Male,15 to 19,All causes,nottingham,8.20329067441255,33915.98310640891
Deaths,Male,15 to 19,Breast cancer,nottingham,0.0024782945726366593,33915.98310640891
Deaths,Male,15 to 19,Cardiovascular diseases,nottingham,0.3509793290805752,33915.98310640891
Deaths,Male,15 to 19,Chronic obstructive pulmonary disease,nottingham,0.01942300389933966,33915.98310640891
Deaths,Male,15 to 19,Colon and rectum cancer,nottingham,0.012299652037800814,33915.98310640891
Deaths,Male,15 to 19,Diabetes mellitus type 2,nottingham,0.0026309456872762875,33915.98310640891
Deaths,Male,15 to 19,Ischemic heart disease,nottingham,0.029599717885279847,33915.98310640891
Deaths,Male,15 to 19,Liver cancer,nottingham,0.020499056526461154,33915.98310640891
Deaths,Male,15 to 19,Lower respiratory infections,nottingham,0.10752134829610875,33915.98310640891
Deaths,Male,15 to 19,Neoplasms,nottingham,1.03088183262259,33915.98310640891
Deaths,Male,15 to 19,Road injuries,nottingham,2.2894904143750967,33915.98310640891
Deaths,Male,15 to 19,Stomach cancer,nottingham,0.005487855755150619,33915.98310640891
Deaths,Male,15 to 19,Stroke,nottingham,0.08975142638722824,33915.98310640891
Deaths,Male,15 to 19,"Tracheal, bronchus, and lung cancer",nottingham,0.003861419489357109,33915.98310640891
Deaths,Male,20 to 24,All causes,nottingham,19.77429400630218,41089.74890143731
Deaths,Male,20 to 24,Breast cancer,nottingham,0.0040396160699891805,41089.74890143731
Deaths,Male,20 to 24,Cardiovascular diseases,nottingham,0.9155920176649327,41089.74890143731
Deaths,Male,20 to 24,Chronic obstructive pulmonary disease,nottingham,0.03908618538979669,41089.74890143731
Deaths,Male,20 to 24,Colon and rectum cancer,nottingham,0.06416122441608649,41089.74890143731
Deaths,Male,20 to 24,Diabetes mellitus type 2,nottingham,0.008290081314263004,41089.74890143731
Deaths,Male,20 to 24,Ischemic heart disease,nottingham,0.14482269948311471,41089.74890143731
Deaths,Male,20 to 24,Liver cancer,nottingham,0.047866306914881446,41089.74890143731
Deaths,Male,20 to 24,Lower respiratory infections,nottingham,0.22840605213523096,41089.74890143731
Deaths,Male,20 to 24,Neoplasms,nottingham,1.955588938529669,41089.74890143731
