measure,sex,age,cause,cityregion,number,pop
Deaths,Female,25 to 29,motorcyclist road injuries,westmidlands,0.09236108313312909,109685.50737187506
Deaths,Female,25 to 29,multiple myeloma,westmidlands,0.014854534396069742,109685.50737187525
Deaths,Female,25 to 29,neoplasms,westmidlands,9.3427132769779,109685.50737187506
Deaths,Female,25 to 29,non-rheumatic valvular heart disease,westmidlands,0.11601722630963687,109685.50737187499
Deaths,Female,25 to 29,other road injuries,westmidlands,0.04098685306563046,109685.5073718751
Deaths,Female,25 to 29,other transport injuries,westmidlands,0.08280073516350894,109685.50737187506
Deaths,Female,25 to 29,parkinson's disease,westmidlands,7.697794699987099e-4,109685.5073718751
Deaths,Female,25 to 29,pedestrian road injuries,westmidlands,0.32201854398884416,109685.50737187515
Deaths,Female,25 to 29,rheumatic heart disease,westmidlands,0.06672547685672617,109685.50737187498
Deaths,Female,25 to 29,road injuries,westmidlands,1.5811798058374276,109685.50737187504
Deaths,Female,25 to 29,stomach cancer,westmidlands,0.21423363080419847,109685.50737187493
Deaths,Female,25 to 29,stroke,westmidlands,1.215614834062195,109685.50737187515
Deaths,Female,25 to 29,"tracheal, bronchus, and lung cancer",westmidlands,0.3033089891036957,109685.5073718752
Deaths,Female,25 to 29,uterine cancer,westmidlands,0.05508461772738995,109685.50737187508
Deaths,Female,30 to 34,all causes,westmidlands,47.263261181694574,111593.38882352173
Deaths,Female,30 to 34,bladder cancer,westmidlands,0.12558292802056661,111593.38882352173
Deaths,Female,30 to 34,breast cancer,westmidlands,4.969188884196587,111593.388823522
Deaths,Female,30 to 34,cardiomyopathy and myocarditis,westmidlands,0.50226459847694,111593.38882352177
Deaths,Female,30 to 34,cardiovascular diseases,westmidlands,5.313366420706056,111593.38882352175
Deaths,Female,30 to 34,chronic myeloid leukemia,westmidlands,0.05746261977432506,111593.3888235217
Deaths,Female,30 to 34,chronic obstructive pulmonary disease,westmidlands,0.2586596655467902,111593.38882352175
Deaths,Female,30 to 34,colon and rectum cancer,westmidlands,1.2249127731532812,111593.38882352188
Deaths,Female,30 to 34,cyclist road injuries,westmidlands,0.04788703238472423,111593.38882352179
Deaths,Female,30 to 34,diabetes mellitus type 2,westmidlands,0.3221344046346606,111593.38882352185
Deaths,Female,30 to 34,esophageal cancer,westmidlands,0.15427651471180748,111593.38882352176
Deaths,Female,30 to 34,ischemic heart disease,westmidlands,1.2086434037424965,111593.38882352182
Deaths,Female,30 to 34,kidney cancer,westmidlands,0.22777697282349185,111593.38882352183
Deaths,Female,30 to 34,liver cancer,westmidlands,0.34720124689116355,111593.38882352176
Deaths,Female,30 to 34,lower respiratory infections,westmidlands,1.1140930235590591,111593.38882352176
Deaths,Female,30 to 34,motor vehicle road injuries,westmidlands,0.7685411102680283,111593.38882352182
Deaths,Female,30 to 34,motorcyclist road injuries,westmidlands,0.07121183031216867,111593.38882352193
Deaths,Female,30 to 34,multiple myeloma,westmidlands,0.04886230286967826,111593.38882352175
Deaths,Female,30 to 34,neoplasms,westmidlands,16.841408760064283,111593.38882352186
Deaths,Female,30 to 34,non-rheumatic valvular heart disease,westmidlands,0.15334805082454192,111593.38882352164
Deaths,Female,30 to 34,other road injuries,westmidlands,0.030024655324908556,111593.38882352182
Deaths,Female,30 to 34,other transport injuries,westmidlands,0.061689336665527124,111593.38882352182
Deaths,Female,30 to 34,parkinson's disease,westmidlands,0.002050614223389979,111593.38882352182
Deaths,Female,30 to 34,pedestrian road injuries,westmidlands,0.26098391100282325,111593.38882352166
Deaths,Female,30 to 34,rheumatic heart disease,westmidlands,0.0913702299357925,111593.38882352186
Deaths,Female,30 to 34,road injuries,westmidlands,1.1786485392926536,111593.38882352177
Deaths,Female,30 to 34,stomach cancer,westmidlands,0.4933391214362428,111593.3888235218
Deaths,Female,30 to 34,stroke,westmidlands,1.9072370543905257,111593.3888235219
Deaths,Female,30 to 34,"tracheal, bronchus, and lung cancer",westmidlands,0.8743666216794815,111593.38882352183
Deaths,Female,30 to 34,uterine cancer,westmidlands,0.11763681465044017,111593.38882352177
Deaths,Female,35 to 39,all causes,westmidlands,75.75582191586749,104841.64984599128
Deaths,Female,35 to 39,bladder cancer,westmidlands,0.24818229945781947,104841.64984599131
Deaths,Female,35 to 39,breast cancer,westmidlands,10.184360639126291,104841.64984599124
Deaths,Female,35 to 39,cardiomyopathy and myocarditis,westmidlands,0.7467797194653071,104841.6498459913
Deaths,Female,35 to 39,cardiovascular diseases,westmidlands,9.494917935224997,104841.64984599139
Deaths,Female,35 to 39,chronic myeloid leukemia,westmidlands,0.09053973041788765,104841.64984599128
Deaths,Female,35 to 39,chronic obstructive pulmonary disease,westmidlands,0.5190310873374591,104841.64984599125
Deaths,Female,35 to 39,colon and rectum cancer,westmidlands,2.273949940700116,104841.64984599127
Deaths,Female,35 to 39,cyclist road injuries,westmidlands,0.048872342249750914,104841.64984599139
Deaths,Female,35 to 39,diabetes mellitus type 2,westmidlands,0.4808075648004994,104841.64984599117
Deaths,Female,35 to 39,esophageal cancer,westmidlands,0.34287808699177275,104841.64984599131
Deaths,Female,35 to 39,ischemic heart disease,westmidlands,2.7992158589966794,104841.64984599127
Deaths,Female,35 to 39,kidney cancer,westmidlands,0.40246651204787176,104841.64984599136
Deaths,Female,35 to 39,liver cancer,westmidlands,0.4963243349146929,104841.64984599125
Deaths,Female,35 to 39,lower respiratory infections,westmidlands,1.8370601661203139,104841.64984599131
Deaths,Female,35 to 39,motor vehicle road injuries,westmidlands,0.7440144258569772,104841.6498459913
Deaths,Female,35 to 39,motorcyclist road injuries,westmidlands,0.07468648008768428,104841.64984599123
Deaths,Female,35 to 39,multiple myeloma,westmidlands,0.13967464122280954,104841.64984599137
Deaths,Female,35 to 39,neoplasms,westmidlands,29.81435476717346,104841.64984599125
Deaths,Female,35 to 39,non-rheumatic valvular heart disease,westmidlands,0.19838360447206693,104841.6498459912
Deaths,Female,35 to 39,other road injuries,westmidlands,0.035109215759273615,104841.64984599131
Deaths,Female,35 to 39,other transport injuries,westmidlands,0.06759461677566835,104841.64984599128
Deaths,Female,35 to 39,parkinson's disease,westmidlands,0.008204926466418431,104841.64984599125
Deaths,Female,35 to 39,pedestrian road injuries,westmidlands,0.32348152007801845,104841.6498459913
Deaths,Female,35 to 39,rheumatic heart disease,westmidlands,0.15413238364427212,104841.64984599127
Deaths,Female,35 to 39,road injuries,westmidlands,1.2261639840317045,104841.64984599128
Deaths,Female,35 to 39,stomach cancer,westmidlands,0.8851176643951775,104841.6498459913
Deaths,Female,35 to 39,stroke,westmidlands,3.4094483724820535,104841.64984599134
Deaths,Female,35 to 39,"tracheal, bronchus, and lung cancer",westmidlands,1.91626856663928,104841.64984599131
Deaths,Female,35 to 39,uterine cancer,westmidlands,0.2505261660235747,104841.64984599131
Deaths,Female,40 to 44,all causes,westmidlands,102.29618221669713,89308.17403401156
Deaths,Female,40 to 44,alzheimer's disease and other dementias,westmidlands,0.10148635276515493,89308.17403401161
Deaths,Female,40 to 44,bladder cancer,westmidlands,0.44352724035488345,89308.17403401164
Deaths,Female,40 to 44,breast cancer,westmidlands,15.163152871349354,89308.17403401155
Deaths,Female,40 to 44,cardiomyopathy and myocarditis,westmidlands,0.8841286888766403,89308.1740340116
Deaths,Female,40 to 44,cardiovascular diseases,westmidlands,14.06542963547286,89308.1740340117
Deaths,Female,40 to 44,chronic myeloid leukemia,westmidlands,0.09173903561335454,89308.17403401168
Deaths,Female,40 to 44,chronic obstructive pulmonary disease,westmidlands,1.0373832263709744,89308.17403401162
Deaths,Female,40 to 44,colon and rectum cancer,westmidlands,3.608980021206857,89308.17403401162
Deaths,Female,40 to 44,cyclist road injuries,westmidlands,0.045089106459670805,89308.1740340116
Deaths,Female,40 to 44,diabetes mellitus type 2,westmidlands,0.6343649496731649,89308.17403401156
Deaths,Female,40 to 44,esophageal cancer,westmidlands,0.6290767228746396,89308.17403401164
Deaths,Female,40 to 44,ischemic heart disease,westmidlands,4.738211564142104,89308.17403401158
Deaths,Female,40 to 44,kidney cancer,westmidlands,0.6475619128312073,89308.17403401162
Deaths,Female,40 to 44,liver cancer,westmidlands,0.7546655064430889,89308.1740340117
Deaths,Female,40 to 44,lower respiratory infections,westmidlands,2.5009092441263,89308.17403401155
Deaths,Female,40 to 44,motor vehicle road injuries,westmidlands,0.7296419818317413,89308.1740340116
Deaths,Female,40 to 44,motorcyclist road injuries,westmidlands,0.06782601005765838,89308.17403401162
Deaths,Female,40 to 44,multiple myeloma,westmidlands,0.27964078172630386,89308.1740340116
Deaths,Female,40 to 44,neoplasms,westmidlands,43.8162954057723,89308.17403401161
Deaths,Female,40 to 44,non-rheumatic valvular heart disease,westmidlands,0.26963191841490314,89308.17403401165
Deaths,Female,40 to 44,other road injuries,westmidlands,0.03073882456622946,89308.17403401168
Deaths,Female,40 to 44,other transport injuries,westmidlands,0.06329155374222005,89308.17403401164
Deaths,Female,40 to 44,parkinson's disease,westmidlands,0.051957663485416326,89308.17403401158
Deaths,Female,40 to 44,pedestrian road injuries,westmidlands,0.3630976711687515,89308.17403401158
Deaths,Female,40 to 44,rheumatic heart disease,westmidlands,0.27075213146685445,89308.17403401156
Deaths,Female,40 to 44,road injuries,westmidlands,1.2363935940840525,89308.17403401168
Deaths,Female,40 to 44,stomach cancer,westmidlands,1.3669614719051981,89308.17403401155
Deaths,Female,40 to 44,stroke,westmidlands,4.7761123147145055,89308.17403401154
Deaths,Female,40 to 44,"tracheal, bronchus, and lung cancer",westmidlands,3.6920447567490506,89308.17403401171
Deaths,Female,40 to 44,uterine cancer,westmidlands,0.45366507542762835,89308.17403401145
Deaths,Female,45 to 49,all causes,westmidlands,164.91861286865108,94614.97138815059
Deaths,Female,45 to 49,alzheimer's disease and other dementias,westmidlands,0.6545875711086466,94614.97138815066
Deaths,Female,45 to 49,bladder cancer,westmidlands,0.8110769034586398,94614.97138815066
Deaths,Female,45 to 49,breast cancer,westmidlands,24.381235764542655,94614.97138815072
Deaths,Female,45 to 49,cardiomyopathy and myocarditis,westmidlands,1.265938078390276,94614.97138815069
Deaths,Female,45 to 49,cardiovascular diseases,westmidlands,23.903846736264796,94614.9713881506
Deaths,Female,45 to 49,chronic myeloid leukemia,westmidlands,0.13489930718858723,94614.9713881507
Deaths,Female,45 to 49,chronic obstructive pulmonary disease,westmidlands,2.626814707275888,94614.9713881507
Deaths,Female,45 to 49,colon and rectum cancer,westmidlands,6.860180148941164,94614.97138815062
Deaths,Female,45 to 49,cyclist road injuries,westmidlands,0.062037274891777794,94614.97138815068
Deaths,Female,45 to 49,diabetes mellitus type 2,westmidlands,1.756782225596546,94614.97138815068
Deaths,Female,45 to 49,esophageal cancer,westmidlands,1.5119839248041531,94614.9713881507
Deaths,Female,45 to 49,ischemic heart disease,westmidlands,9.258112322488646,94614.97138815072
Deaths,Female,45 to 49,kidney cancer,westmidlands,1.2460511059718424,94614.9713881507
Deaths,Female,45 to 49,liver cancer,westmidlands,1.3481716448255028,94614.97138815062
Deaths,Female,45 to 49,lower respiratory infections,westmidlands,3.8867318693601707,94614.97138815053
Deaths,Female,45 to 49,motor vehicle road injuries,westmidlands,0.8474123971296876,94614.97138815062
Deaths,Female,45 to 49,motorcyclist road injuries,westmidlands,0.07728196578765889,94614.97138815062
Deaths,Female,45 to 49,multiple myeloma,westmidlands,0.66443592474495206,94614.97138815065
Deaths,Female,45 to 49,neoplasms,westmidlands,76.64702176957728,94614.97138815066
Deaths,Female,45 to 49,non-rheumatic valvular heart disease,westmidlands,0.4256294841897197,94614.97138815057
Deaths,Female,45 to 49,other road injuries,westmidlands,0.04402599107578862,94614.97138815062
Deaths,Female,45 to 49,other transport injuries,westmidlands,0.07111249839299119,94614.97138815065
Deaths,Female,45 to 49,parkinson's disease,westmidlands,0.17306721404887432,94614.97138815065
Deaths,Female,45 to 49,pedestrian road injuries,westmidlands,0.4561457523794832,94614.97138815068
Deaths,Female,45 to 49,rheumatic heart disease,westmidlands,0.43181744246832926,94614.97138815069
Deaths,Female,45 to 49,road injuries,westmidlands,1.4869033812643955,94614.97138815056
Deaths,Female,45 to 49,stomach cancer,westmidlands,2.1825475409230486,94614.97138815072
Deaths,Female,45 to 49,stroke,westmidlands,7.6551015940858305,94614.97138815056
Deaths,Female,45 to 49,"tracheal, bronchus, and lung cancer",westmidlands,8.990333366065627,94614.97138815073
Deaths,Female,45 to 49,uterine cancer,westmidlands,1.0886780168242638,94614.97138815069
Deaths,Female,5 to 9,all causes,westmidlands,8.227313879019412,98130.88988955652
Deaths,Female,5 to 9,cardiomyopathy and myocarditis,westmidlands,0.10983572629273049,98130.88988955652
Deaths,Female,5 to 9,cardiovascular diseases,westmidlands,0.31368168712946964,98130.88988955646
Deaths,Female,5 to 9,chronic myeloid leukemia,westmidlands,0.01179877453162624,98130.88988955643
Deaths,Female,5 to 9,chronic obstructive pulmonary disease,westmidlands,0.025493422606709868,98130.88988955632
Deaths,Female,5 to 9,colon and rectum cancer,westmidlands,0.022645859375472012,98130.88988955649
Deaths,Female,5 to 9,cyclist road injuries,westmidlands,0.03535715486411801,98130.88988955649
Deaths,Female,5 to 9,kidney cancer,westmidlands,0.1429408444683409,98130.88988955646
Deaths,Female,5 to 9,liver cancer,westmidlands,0.06915853281746487,98130.88988955646
Deaths,Female,5 to 9,lower respiratory infections,westmidlands,0.3339863271632897,98130.88988955654
Deaths,Female,5 to 9,motor vehicle road injuries,westmidlands,0.183196466583293,98130.88988955648
Deaths,Female,5 to 9,motorcyclist road injuries,westmidlands,0.01200907998360565,98130.8898895565
Deaths,Female,5 to 9,neoplasms,westmidlands,2.4843190938289967,98130.88988955643
Deaths,Female,5 to 9,other road injuries,westmidlands,0.012065868985558111,98130.88988955645
Deaths,Female,5 to 9,other transport injuries,westmidlands,0.027225255860221717,98130.8898895564
Deaths,Female,5 to 9,pedestrian road injuries,westmidlands,0.30553746606092297,98130.88988955646
Deaths,Female,5 to 9,rheumatic heart disease,westmidlands,0.00960033739049775,98130.88988955646
Deaths,Female,5 to 9,road injuries,westmidlands,0.5481660364774975,98130.8898895566
Deaths,Female,5 to 9,stroke,westmidlands,0.07678157050880294,98130.88988955649
Deaths,Female,50 to 54,all causes,westmidlands,258.5647516616631,95989.69395485631
Deaths,Female,50 to 54,alzheimer's disease and other dementias,westmidlands,1.36308324241765,95989.69395485624
Deaths,Female,50 to 54,bladder cancer,westmidlands,1.4471995914388185,95989.6939548562
Deaths,Female,50 to 54,breast cancer,westmidlands,35.05344912687411,95989.69395485631
Deaths,Female,50 to 54,cardiomyopathy and myocarditis,westmidlands,1.4817403006076675,95989.69395485622
Deaths,Female,50 to 54,cardiovascular diseases,westmidlands,40.23031459173321,95989.69395485632
Deaths,Female,50 to 54,chronic myeloid leukemia,westmidlands,0.14135997795439753,95989.69395485624
Deaths,Female,50 to 54,chronic obstructive pulmonary disease,westmidlands,8.382528878939478,95989.69395485635
Deaths,Female,50 to 54,colon and rectum cancer,westmidlands,11.915842752189878,95989.69395485634
Deaths,Female,50 to 54,cyclist road injuries,westmidlands,0.06876119326122677,95989.69395485632
Deaths,Female,50 to 54,diabetes mellitus type 2,westmidlands,2.383540619507984,95989.6939548564
Deaths,Female,50 to 54,esophageal cancer,westmidlands,3.867375022780195,95989.69395485631
Deaths,Female,50 to 54,ischemic heart disease,westmidlands,18.42524205719773,95989.69395485628
Deaths,Female,50 to 54,kidney cancer,westmidlands,2.3415067575390895,95989.69395485631
Deaths,Female,50 to 54,liver cancer,westmidlands,2.914918927069782,95989.69395485624
Deaths,Female,50 to 54,lower respiratory infections,westmidlands,5.912560909088662,95989.69395485622
Deaths,Female,50 to 54,motor vehicle road injuries,westmidlands,0.7625565443856102,95989.69395485634
Deaths,Female,50 to 54,motorcyclist road injuries,westmidlands,0.06563733618786555,95989.69395485627
Deaths,Female,50 to 54,multiple myeloma,westmidlands,1.5558052012758916,95989.69395485628
Deaths,Female,50 to 54,neoplasms,westmidlands,133.78094573260188,95989.6939548562
Deaths,Female,50 to 54,non-rheumatic valvular heart disease,westmidlands,0.6948572166177815,95989.69395485622
Deaths,Female,50 to 54,other road injuries,westmidlands,0.044266619298084946,95989.69395485627
Deaths,Female,50 to 54,other transport injuries,westmidlands,0.07036222640682621,95989.69395485634
Deaths,Female,50 to 54,parkinson's disease,westmidlands,0.4142140097090918,95989.69395485625
Deaths,Female,50 to 54,pedestrian road injuries,westmidlands,0.45293743030377837,95989.6939548563
Deaths,Female,50 to 54,rheumatic heart disease,westmidlands,0.6903851163015441,95989.69395485621
Deaths,Female,50 to 54,road injuries,westmidlands,1.3941591234365656,95989.69395485624
Deaths,Female,50 to 54,stomach cancer,westmidlands,3.410430651409144,95989.69395485627
Deaths,Female,50 to 54,stroke,westmidlands,11.920738393199423,95989.69395485628
Deaths,Female,50 to 54,"tracheal, bronchus, and lung cancer",westmidlands,23.686071941646276,95989.69395485622
Deaths,Female,50 to 54,uterine cancer,westmidlands,2.6939006422413887,95989.69395485627
Deaths,Female,55 to 59,all causes,westmidlands,363.09759087042306,85102.783872196
Deaths,Female,55 to 59,alzheimer's disease and other dementias,westmidlands,2.54782882803445,85102.7838721961
Deaths,Female,55 to 59,bladder cancer,westmidlands,2.2778510114148633,85102.78387219615
Deaths,Female,55 to 59,breast cancer,westmidlands,45.31419260911044,85102.78387219615
Deaths,Female,55 to 59,cardiomyopathy and myocarditis,westmidlands,1.8799302149530173,85102.7838721961
Deaths,Female,55 to 59,cardiovascular diseases,westmidlands,57.120684202802984,85102.78387219613
Deaths,Female,55 to 59,chronic myeloid leukemia,westmidlands,0.18907868135004538,85102.78387219599
