measure,sex,age,cause,cityregion,number,pop
Deaths,Female,15 to 19,kidney cancer,leeds,0.043064112890620496,67955.0651491899
Deaths,Female,15 to 19,liver cancer,leeds,0.061826890532032504,67955.06514918995
Deaths,Female,15 to 19,lower respiratory infections,leeds,0.2589921178378048,67955.06514918989
Deaths,Female,15 to 19,motor vehicle road injuries,leeds,0.9760880367016144,67955.06514918996
Deaths,Female,15 to 19,motorcyclist road injuries,leeds,0.11189178395287103,67955.06514919002
Deaths,Female,15 to 19,neoplasms,leeds,2.191358347447257,67955.06514918989
Deaths,Female,15 to 19,other road injuries,leeds,0.03830492997992914,67955.0651491899
Deaths,Female,15 to 19,other transport injuries,leeds,0.04936057287522768,67955.06514918988
Deaths,Female,15 to 19,pedestrian road injuries,leeds,0.4015316888094098,67955.06514918996
Deaths,Female,15 to 19,road injuries,leeds,1.5891211847626414,67955.06514918998
Deaths,Female,15 to 19,stomach cancer,leeds,0.009198985673774862,67955.06514918992
Deaths,Female,15 to 19,stroke,leeds,0.18837932692264475,67955.06514919
Deaths,Female,15 to 19,"tracheal, bronchus, and lung cancer",leeds,0.03355357716749626,67955.06514919002
Deaths,Female,20 to 24,all causes,leeds,15.381945533416244,76169.18382848069
Deaths,Female,20 to 24,bladder cancer,leeds,0.00891966759868174,76169.18382848064
Deaths,Female,20 to 24,breast cancer,leeds,0.09447460817780128,76169.18382848072
Deaths,Female,20 to 24,cardiovascular diseases,leeds,1.103520238613796,76169.18382848069
Deaths,Female,20 to 24,chronic myeloid leukemia,leeds,0.01208309438815745,76169.18382848069
Deaths,Female,20 to 24,chronic obstructive pulmonary disease,leeds,0.08918981437921626,76169.18382848069
Deaths,Female,20 to 24,colon and rectum cancer,leeds,0.10857373329145197,76169.18382848077
Deaths,Female,20 to 24,cyclist road injuries,leeds,0.05428003369760688,76169.18382848063
Deaths,Female,20 to 24,diabetes mellitus type 2,leeds,0.032749586847220506,76169.18382848066
Deaths,Female,20 to 24,esophageal cancer,leeds,0.014559830518172508,76169.18382848073
Deaths,Female,20 to 24,ischemic heart disease,leeds,0.12152831425745567,76169.18382848064
Deaths,Female,20 to 24,kidney cancer,leeds,0.061516800658247994,76169.18382848066
Deaths,Female,20 to 24,liver cancer,leeds,0.08705902058641471,76169.18382848064
Deaths,Female,20 to 24,lower respiratory infections,leeds,0.3745142197198712,76169.1838284807
Deaths,Female,20 to 24,motor vehicle road injuries,leeds,1.0315459249612693,76169.18382848063
Deaths,Female,20 to 24,motorcyclist road injuries,leeds,0.11761726139798707,76169.18382848067
Deaths,Female,20 to 24,multiple myeloma,leeds,0.004675050135126235,76169.18382848067
Deaths,Female,20 to 24,neoplasms,leeds,3.2181907126236697,76169.18382848063
Deaths,Female,20 to 24,other road injuries,leeds,0.042194886848832214,76169.1838284807
Deaths,Female,20 to 24,other transport injuries,leeds,0.058818726796951964,76169.18382848072
Deaths,Female,20 to 24,parkinson's disease,leeds,8.293295739286846e-4,76169.18382848066
Deaths,Female,20 to 24,pedestrian road injuries,leeds,0.3275851755789379,76169.1838284807
Deaths,Female,20 to 24,road injuries,leeds,1.5732232824846328,76169.18382848063
Deaths,Female,20 to 24,stomach cancer,leeds,0.034180797768671806,76169.18382848063
Deaths,Female,20 to 24,stroke,leeds,0.3821633702975737,76169.18382848064
Deaths,Female,20 to 24,"tracheal, bronchus, and lung cancer",leeds,0.07229993388496905,76169.18382848063
Deaths,Female,20 to 24,uterine cancer,leeds,0.008390777000874147,76169.18382848061
Deaths,Female,25 to 29,all causes,leeds,23.491006016925056,84918.10897302143
Deaths,Female,25 to 29,bladder cancer,leeds,0.03269157428706498,84918.10897302144
Deaths,Female,25 to 29,breast cancer,leeds,0.9939141770211196,84918.10897302144
Deaths,Female,25 to 29,cardiovascular diseases,leeds,2.3933848631975785,84918.10897302142
Deaths,Female,25 to 29,chronic myeloid leukemia,leeds,0.024583535925517652,84918.10897302144
Deaths,Female,25 to 29,chronic obstructive pulmonary disease,leeds,0.15448102978188685,84918.10897302147
Deaths,Female,25 to 29,colon and rectum cancer,leeds,0.41465361300360254,84918.10897302146
Deaths,Female,25 to 29,cyclist road injuries,leeds,0.0490935581643705,84918.10897302143
Deaths,Female,25 to 29,diabetes mellitus type 2,leeds,0.06430400271032091,84918.10897302139
Deaths,Female,25 to 29,esophageal cancer,leeds,0.048575995328328334,84918.10897302136
Deaths,Female,25 to 29,ischemic heart disease,leeds,0.37181067662959677,84918.10897302137
Deaths,Female,25 to 29,kidney cancer,leeds,0.10762104257355068,84918.10897302146
Deaths,Female,25 to 29,liver cancer,leeds,0.16410276305584884,84918.10897302136
Deaths,Female,25 to 29,lower respiratory infections,leeds,0.5993071339179347,84918.10897302147
Deaths,Female,25 to 29,motor vehicle road injuries,leeds,0.7978058967360739,84918.10897302156
Deaths,Female,25 to 29,motorcyclist road injuries,leeds,0.09414180404161629,84918.1089730214
Deaths,Female,25 to 29,multiple myeloma,leeds,0.01019413946797633,84918.10897302153
Deaths,Female,25 to 29,neoplasms,leeds,6.650228571397162,84918.10897302147
Deaths,Female,25 to 29,other road injuries,leeds,0.03906330913073541,84918.10897302149
Deaths,Female,25 to 29,other transport injuries,leeds,0.06456366123051396,84918.10897302139
Deaths,Female,25 to 29,parkinson's disease,leeds,5.199975324871113e-4,84918.10897302152
Deaths,Female,25 to 29,pedestrian road injuries,leeds,0.24947929411852152,84918.10897302142
Deaths,Female,25 to 29,road injuries,leeds,1.2295838621913175,84918.10897302149
Deaths,Female,25 to 29,stomach cancer,leeds,0.14464847486338597,84918.10897302149
Deaths,Female,25 to 29,stroke,leeds,0.9070272706313859,84918.10897302136
Deaths,Female,25 to 29,"tracheal, bronchus, and lung cancer",leeds,0.2640564167785916,84918.10897302139
Deaths,Female,25 to 29,uterine cancer,leeds,0.03518607635122621,84918.10897302152
Deaths,Female,30 to 34,all causes,leeds,39.67514670205911,87615.23402779778
Deaths,Female,30 to 34,bladder cancer,leeds,0.11935296888767817,87615.23402779787
Deaths,Female,30 to 34,breast cancer,leeds,3.85667936270959,87615.23402779778
Deaths,Female,30 to 34,cardiovascular diseases,leeds,4.504648919802391,87615.23402779784
Deaths,Female,30 to 34,chronic myeloid leukemia,leeds,0.038044761015361944,87615.23402779782
Deaths,Female,30 to 34,chronic obstructive pulmonary disease,leeds,0.28985880547171716,87615.2340277979
Deaths,Female,30 to 34,colon and rectum cancer,leeds,1.0257182264532332,87615.23402779784
Deaths,Female,30 to 34,cyclist road injuries,leeds,0.04283690634707223,87615.23402779787
Deaths,Female,30 to 34,diabetes mellitus type 2,leeds,0.1813366945609187,87615.23402779776
Deaths,Female,30 to 34,esophageal cancer,leeds,0.10700011241865681,87615.23402779787
Deaths,Female,30 to 34,ischemic heart disease,leeds,1.1211193937437771,87615.23402779797
Deaths,Female,30 to 34,kidney cancer,leeds,0.20684520607206205,87615.23402779784
Deaths,Female,30 to 34,liver cancer,leeds,0.27833213177716565,87615.23402779788
Deaths,Female,30 to 34,lower respiratory infections,leeds,0.946848996545886,87615.23402779787
Deaths,Female,30 to 34,motor vehicle road injuries,leeds,0.6974476575130677,87615.23402779784
Deaths,Female,30 to 34,motorcyclist road injuries,leeds,0.09362151766834985,87615.23402779784
Deaths,Female,30 to 34,multiple myeloma,leeds,0.03668540231236589,87615.23402779788
Deaths,Female,30 to 34,neoplasms,leeds,14.005213973275275,87615.23402779782
Deaths,Female,30 to 34,other road injuries,leeds,0.03572673498086404,87615.23402779784
Deaths,Female,30 to 34,other transport injuries,leeds,0.06183350558872534,87615.23402779776
Deaths,Female,30 to 34,parkinson's disease,leeds,0.0016786155308508772,87615.23402779782
Deaths,Female,30 to 34,pedestrian road injuries,leeds,0.24773331359208972,87615.23402779775
Deaths,Female,30 to 34,road injuries,leeds,1.1173661301014448,87615.23402779792
Deaths,Female,30 to 34,stomach cancer,leeds,0.3954950462395771,87615.23402779784
Deaths,Female,30 to 34,stroke,leeds,1.6233000071025911,87615.23402779787
Deaths,Female,30 to 34,"tracheal, bronchus, and lung cancer",leeds,0.8826883734248112,87615.23402779785
Deaths,Female,30 to 34,uterine cancer,leeds,0.08894813893945448,87615.23402779781
Deaths,Female,35 to 39,all causes,leeds,66.05118743789153,82807.1782911485
Deaths,Female,35 to 39,bladder cancer,leeds,0.24506775934034195,82807.17829114858
Deaths,Female,35 to 39,breast cancer,leeds,8.14574428202651,82807.17829114849
Deaths,Female,35 to 39,cardiovascular diseases,leeds,8.744612346222178,82807.17829114854
Deaths,Female,35 to 39,chronic myeloid leukemia,leeds,0.06064016723110996,82807.17829114854
Deaths,Female,35 to 39,chronic obstructive pulmonary disease,leeds,0.5989517278095211,82807.1782911485
Deaths,Female,35 to 39,colon and rectum cancer,leeds,1.9512782843556056,82807.17829114843
Deaths,Female,35 to 39,cyclist road injuries,leeds,0.04510354921415363,82807.17829114846
Deaths,Female,35 to 39,diabetes mellitus type 2,leeds,0.284182754607862,82807.17829114856
Deaths,Female,35 to 39,esophageal cancer,leeds,0.25051072280990855,82807.17829114838
Deaths,Female,35 to 39,ischemic heart disease,leeds,2.835732205349759,82807.17829114846
Deaths,Female,35 to 39,kidney cancer,leeds,0.3826123438773224,82807.17829114846
Deaths,Female,35 to 39,liver cancer,leeds,0.41769801368773446,82807.17829114856
Deaths,Female,35 to 39,lower respiratory infections,leeds,1.6361149858931932,82807.17829114848
Deaths,Female,35 to 39,motor vehicle road injuries,leeds,0.6895648297214068,82807.17829114848
Deaths,Female,35 to 39,motorcyclist road injuries,leeds,0.10100426598892964,82807.1782911485
Deaths,Female,35 to 39,multiple myeloma,leeds,0.11054249724857307,82807.17829114856
Deaths,Female,35 to 39,neoplasms,leeds,25.6246472825788,82807.17829114845
Deaths,Female,35 to 39,other road injuries,leeds,0.043191700327526936,82807.17829114849
Deaths,Female,35 to 39,other transport injuries,leeds,0.06838842621312848,82807.1782911484
Deaths,Female,35 to 39,parkinson's disease,leeds,0.006849494350371678,82807.17829114846
Deaths,Female,35 to 39,pedestrian road injuries,leeds,0.3186634749089639,82807.17829114848
Deaths,Female,35 to 39,road injuries,leeds,1.1975278201609807,82807.1782911485
Deaths,Female,35 to 39,stomach cancer,leeds,0.7281924746407651,82807.17829114843
Deaths,Female,35 to 39,stroke,leeds,3.149262099995326,82807.17829114843
Deaths,Female,35 to 39,"tracheal, bronchus, and lung cancer",leeds,2.0048439340368955,82807.1782911485
Deaths,Female,35 to 39,uterine cancer,leeds,0.19777580008493767,82807.17829114855
Deaths,Female,40 to 44,all causes,leeds,84.02330503917636,72336.10599666234
Deaths,Female,40 to 44,alzheimer's disease and other dementias,leeds,0.08239758401068091,72336.10599666234
Deaths,Female,40 to 44,bladder cancer,leeds,0.4137535756246823,72336.10599666242
Deaths,Female,40 to 44,breast cancer,leeds,11.15943383921049,72336.10599666233
Deaths,Female,40 to 44,cardiovascular diseases,leeds,12.017300512647008,72336.10599666233
Deaths,Female,40 to 44,chronic myeloid leukemia,leeds,0.055097956675063564,72336.10599666243
Deaths,Female,40 to 44,chronic obstructive pulmonary disease,leeds,1.0711219242941985,72336.10599666231
Deaths,Female,40 to 44,colon and rectum cancer,leeds,2.8680913230348226,72336.1059966624
Deaths,Female,40 to 44,cyclist road injuries,leeds,0.0413787593319246,72336.10599666242
Deaths,Female,40 to 44,diabetes mellitus type 2,leeds,0.3492503070292042,72336.1059966624
Deaths,Female,40 to 44,esophageal cancer,leeds,0.4428763206399514,72336.10599666239
Deaths,Female,40 to 44,ischemic heart disease,leeds,4.355945067968278,72336.10599666234
Deaths,Female,40 to 44,kidney cancer,leeds,0.589921314602171,72336.10599666231
Deaths,Female,40 to 44,liver cancer,leeds,0.6204903634971747,72336.10599666237
Deaths,Female,40 to 44,lower respiratory infections,leeds,2.091187043218756,72336.10599666233
Deaths,Female,40 to 44,motor vehicle road injuries,leeds,0.6257507999316883,72336.10599666236
Deaths,Female,40 to 44,motorcyclist road injuries,leeds,0.08256438549075572,72336.1059966624
Deaths,Female,40 to 44,multiple myeloma,leeds,0.22089118304630065,72336.10599666233
Deaths,Female,40 to 44,neoplasms,leeds,35.52981328604009,72336.10599666226
Deaths,Female,40 to 44,other road injuries,leeds,0.03492767592956906,72336.1059966624
Deaths,Female,40 to 44,other transport injuries,leeds,0.057578470261725,72336.1059966624
Deaths,Female,40 to 44,parkinson's disease,leeds,0.04024474591519253,72336.10599666229
Deaths,Female,40 to 44,pedestrian road injuries,leeds,0.3289022644375666,72336.10599666236
Deaths,Female,40 to 44,road injuries,leeds,1.113523885121504,72336.10599666231
Deaths,Female,40 to 44,stomach cancer,leeds,1.0408783609523173,72336.10599666237
Deaths,Female,40 to 44,stroke,leeds,4.049414269784816,72336.10599666233
Deaths,Female,40 to 44,"tracheal, bronchus, and lung cancer",leeds,3.698755135344058,72336.10599666236
Deaths,Female,40 to 44,uterine cancer,leeds,0.3318178758298044,72336.10599666242
Deaths,Female,45 to 49,all causes,leeds,134.3454439927213,77801.95582375948
Deaths,Female,45 to 49,alzheimer's disease and other dementias,leeds,0.5415341004191618,77801.95582375934
Deaths,Female,45 to 49,bladder cancer,leeds,0.7433818862637241,77801.95582375936
Deaths,Female,45 to 49,breast cancer,leeds,18.27381070253737,77801.95582375945
Deaths,Female,45 to 49,cardiovascular diseases,leeds,20.633962291696385,77801.95582375942
Deaths,Female,45 to 49,chronic myeloid leukemia,leeds,0.07917854904582233,77801.95582375945
Deaths,Female,45 to 49,chronic obstructive pulmonary disease,leeds,2.5660626321230033,77801.95582375945
Deaths,Female,45 to 49,colon and rectum cancer,leeds,5.309513990940804,77801.9558237595
Deaths,Female,45 to 49,cyclist road injuries,leeds,0.05389714312481633,77801.95582375948
Deaths,Female,45 to 49,diabetes mellitus type 2,leeds,1.00099550848219,77801.95582375939
Deaths,Female,45 to 49,esophageal cancer,leeds,1.0226935401733608,77801.95582375945
Deaths,Female,45 to 49,ischemic heart disease,leeds,8.580830477561651,77801.95582375946
Deaths,Female,45 to 49,kidney cancer,leeds,1.098588497373503,77801.95582375939
Deaths,Female,45 to 49,liver cancer,leeds,1.0646814139108884,77801.95582375949
Deaths,Female,45 to 49,lower respiratory infections,leeds,3.209800753583025,77801.95582375945
Deaths,Female,45 to 49,motor vehicle road injuries,leeds,0.7369680100231178,77801.95582375943
Deaths,Female,45 to 49,motorcyclist road injuries,leeds,0.09428817167491146,77801.95582375946
Deaths,Female,45 to 49,multiple myeloma,leeds,0.50302789034716,77801.95582375942
Deaths,Female,45 to 49,neoplasms,leeds,61.65949872435215,77801.95582375943
Deaths,Female,45 to 49,other road injuries,leeds,0.048904605049445375,77801.95582375948
Deaths,Female,45 to 49,other transport injuries,leeds,0.06231580584459323,77801.95582375942
Deaths,Female,45 to 49,parkinson's disease,leeds,0.13227253529396982,77801.95582375943
Deaths,Female,45 to 49,pedestrian road injuries,leeds,0.41363467285013006,77801.95582375943
Deaths,Female,45 to 49,road injuries,leeds,1.3476926027224205,77801.95582375939
Deaths,Female,45 to 49,stomach cancer,leeds,1.6610769407798882,77801.95582375937
Deaths,Female,45 to 49,stroke,leeds,6.500721906973409,77801.9558237594
Deaths,Female,45 to 49,"tracheal, bronchus, and lung cancer",leeds,8.57730969628493,77801.95582375939
Deaths,Female,45 to 49,uterine cancer,leeds,0.7891390011390995,77801.95582375939
Deaths,Female,5 to 9,all causes,leeds,5.3302723798187674,75337.2347907283
Deaths,Female,5 to 9,cardiovascular diseases,leeds,0.20357750586408163,75337.23479072833
Deaths,Female,5 to 9,chronic myeloid leukemia,leeds,0.007953101437054778,75337.23479072825
Deaths,Female,5 to 9,chronic obstructive pulmonary disease,leeds,0.022716496459769232,75337.23479072833
Deaths,Female,5 to 9,colon and rectum cancer,leeds,0.013610550759213332,75337.23479072837
Deaths,Female,5 to 9,cyclist road injuries,leeds,0.02804159054304621,75337.2347907282
Deaths,Female,5 to 9,kidney cancer,leeds,0.10945600901415385,75337.23479072824
Deaths,Female,5 to 9,liver cancer,leeds,0.05260459608313443,75337.2347907283
Deaths,Female,5 to 9,lower respiratory infections,leeds,0.22053548574433607,75337.23479072821
Deaths,Female,5 to 9,motor vehicle road injuries,leeds,0.13169054494667326,75337.23479072817
Deaths,Female,5 to 9,motorcyclist road injuries,leeds,0.010981109382124522,75337.23479072818
Deaths,Female,5 to 9,neoplasms,leeds,1.6623815948788456,75337.23479072825
Deaths,Female,5 to 9,other road injuries,leeds,0.010347103221482981,75337.23479072833
Deaths,Female,5 to 9,other transport injuries,leeds,0.01730381106312242,75337.2347907283
Deaths,Female,5 to 9,pedestrian road injuries,leeds,0.2099540419468485,75337.23479072818
Deaths,Female,5 to 9,road injuries,leeds,0.3910143900401756,75337.23479072824
Deaths,Female,5 to 9,stroke,leeds,0.0547432583868806,75337.23479072825
Deaths,Female,50 to 54,all causes,leeds,214.36712214112873,79396.26197324802
Deaths,Female,50 to 54,alzheimer's disease and other dementias,leeds,1.137262513175155,79396.26197324813
Deaths,Female,50 to 54,bladder cancer,leeds,1.3454777158231663,79396.26197324807
Deaths,Female,50 to 54,breast cancer,leeds,28.237034776005952,79396.26197324807
Deaths,Female,50 to 54,cardiovascular diseases,leeds,34.28422128469213,79396.26197324804
Deaths,Female,50 to 54,chronic myeloid leukemia,leeds,0.07950832807997324,79396.26197324804
Deaths,Female,50 to 54,chronic obstructive pulmonary disease,leeds,7.936713651309396,79396.26197324815
Deaths,Female,50 to 54,colon and rectum cancer,leeds,9.669051530748742,79396.26197324813
Deaths,Female,50 to 54,cyclist road injuries,leeds,0.05828854693235704,79396.2619732481
Deaths,Female,50 to 54,diabetes mellitus type 2,leeds,1.3804512410568761,79396.26197324808
Deaths,Female,50 to 54,esophageal cancer,leeds,2.697630028241654,79396.26197324817
Deaths,Female,50 to 54,ischemic heart disease,leeds,16.391424643492666,79396.26197324805
Deaths,Female,50 to 54,kidney cancer,leeds,2.0417762794075665,79396.26197324807
Deaths,Female,50 to 54,liver cancer,leeds,2.316919256395242,79396.2619732481
Deaths,Female,50 to 54,lower respiratory infections,leeds,4.900528960991182,79396.26197324811
Deaths,Female,50 to 54,motor vehicle road injuries,leeds,0.6388150814762518,79396.26197324814
Deaths,Female,50 to 54,motorcyclist road injuries,leeds,0.07797694019191206,79396.2619732481
Deaths,Female,50 to 54,multiple myeloma,leeds,1.1699232610529813,79396.26197324813
Deaths,Female,50 to 54,neoplasms,leeds,111.71688056196078,79396.26197324814
Deaths,Female,50 to 54,other road injuries,leeds,0.04797629113913817,79396.26197324813
Deaths,Female,50 to 54,other transport injuries,leeds,0.060887596133647325,79396.26197324808
Deaths,Female,50 to 54,parkinson's disease,leeds,0.32650800105844197,79396.26197324802
Deaths,Female,50 to 54,pedestrian road injuries,leeds,0.39907437676520024,79396.26197324815
Deaths,Female,50 to 54,road injuries,leeds,1.2221312365048598,79396.26197324814
Deaths,Female,50 to 54,stomach cancer,leeds,2.646721181628444,79396.26197324804
Deaths,Female,50 to 54,stroke,leeds,10.01676795984704,79396.26197324808
Deaths,Female,50 to 54,"tracheal, bronchus, and lung cancer",leeds,22.636311309300165,79396.26197324813
Deaths,Female,50 to 54,uterine cancer,leeds,1.977425772842416,79396.26197324804
Deaths,Female,55 to 59,all causes,leeds,305.1208255234039,72929.7656710258
Deaths,Female,55 to 59,alzheimer's disease and other dementias,leeds,2.180862045120883,72929.7656710258
Deaths,Female,55 to 59,bladder cancer,leeds,2.14222706758083,72929.7656710258
Deaths,Female,55 to 59,breast cancer,leeds,35.9161057925913,72929.76567102583
Deaths,Female,55 to 59,cardiovascular diseases,leeds,49.67654204336334,72929.76567102583
Deaths,Female,55 to 59,chronic myeloid leukemia,leeds,0.10565872659238308,72929.76567102579
Deaths,Female,55 to 59,chronic obstructive pulmonary disease,leeds,15.775248485952922,72929.76567102582
Deaths,Female,55 to 59,colon and rectum cancer,leeds,14.177982571615608,72929.76567102582
Deaths,Female,55 to 59,cyclist road injuries,leeds,0.05654833503532922,72929.76567102579
Deaths,Female,55 to 59,diabetes mellitus type 2,leeds,2.014355280699879,72929.76567102589
Deaths,Female,55 to 59,esophageal cancer,leeds,4.402699179343468,72929.76567102582
Deaths,Female,55 to 59,ischemic heart disease,leeds,25.221161736588357,72929.7656710258
Deaths,Female,55 to 59,kidney cancer,leeds,3.2749122440761234,72929.76567102582
Deaths,Female,55 to 59,liver cancer,leeds,3.5919117953568587,72929.76567102586
Deaths,Female,55 to 59,lower respiratory infections,leeds,7.181281091915638,72929.76567102585
Deaths,Female,55 to 59,motor vehicle road injuries,leeds,0.6138724008173433,72929.76567102587
Deaths,Female,55 to 59,motorcyclist road injuries,leeds,0.07195589440159991,72929.76567102583
Deaths,Female,55 to 59,multiple myeloma,leeds,1.9616579654370319,72929.76567102582
Deaths,Female,55 to 59,neoplasms,leeds,163.7083485458803,72929.7656710257
Deaths,Female,55 to 59,other road injuries,leeds,0.050488883870189155,72929.76567102574
Deaths,Female,55 to 59,other transport injuries,leeds,0.05981601579698669,72929.76567102576
Deaths,Female,55 to 59,parkinson's disease,leeds,0.6155850656173234,72929.76567102577
Deaths,Female,55 to 59,pedestrian road injuries,leeds,0.42578060616363766,72929.76567102589
Deaths,Female,55 to 59,road injuries,leeds,1.2186461202880992,72929.76567102586
Deaths,Female,55 to 59,stomach cancer,leeds,3.792202235280352,72929.76567102574
Deaths,Female,55 to 59,stroke,leeds,13.138610881526057,72929.76567102577
Deaths,Female,55 to 59,"tracheal, bronchus, and lung cancer",leeds,38.65309859104758,72929.76567102587
Deaths,Female,55 to 59,uterine cancer,leeds,3.5774170576033324,72929.76567102577
Deaths,Female,60 to 64,all causes,leeds,436.99967629441886,62241.234218373924
Deaths,Female,60 to 64,alzheimer's disease and other dementias,leeds,4.332655562465253,62241.23421837393
Deaths,Female,60 to 64,bladder cancer,leeds,3.4453449007956998,62241.23421837397
Deaths,Female,60 to 64,breast cancer,leeds,36.393535343450594,62241.23421837388
Deaths,Female,60 to 64,cardiovascular diseases,leeds,82.25450451621866,62241.234218373895
Deaths,Female,60 to 64,chronic myeloid leukemia,leeds,0.14463764276499347,62241.23421837401
Deaths,Female,60 to 64,chronic obstructive pulmonary disease,leeds,34.417146222660065,62241.23421837395
Deaths,Female,60 to 64,colon and rectum cancer,leeds,20.340624419253803,62241.234218373975
Deaths,Female,60 to 64,cyclist road injuries,leeds,0.03908912944734004,62241.234218374026
Deaths,Female,60 to 64,diabetes mellitus type 2,leeds,2.926681651050817,62241.234218373946
Deaths,Female,60 to 64,esophageal cancer,leeds,6.57226549023447,62241.23421837392
Deaths,Female,60 to 64,ischemic heart disease,leeds,43.33942812765663,62241.23421837394
Deaths,Female,60 to 64,kidney cancer,leeds,4.7859195331398645,62241.234218373924
Deaths,Female,60 to 64,liver cancer,leeds,5.185959975553557,62241.23421837397
Deaths,Female,60 to 64,lower respiratory infections,leeds,10.903011755556248,62241.234218374026
Deaths,Female,60 to 64,motor vehicle road injuries,leeds,0.5679144646462913,62241.23421837397
Deaths,Female,60 to 64,motorcyclist road injuries,leeds,0.04471233476888104,62241.23421837396
Deaths,Female,60 to 64,multiple myeloma,leeds,3.4672764222605235,62241.23421837391
Deaths,Female,60 to 64,neoplasms,leeds,227.98355785289328,62241.234218374026
Deaths,Female,60 to 64,other road injuries,leeds,0.03030694056950131,62241.23421837397
Deaths,Female,60 to 64,other transport injuries,leeds,0.057743324252772704,62241.23421837403
Deaths,Female,60 to 64,parkinson's disease,leeds,1.443437370816592,62241.23421837397
Deaths,Female,60 to 64,pedestrian road injuries,leeds,0.5356849825200378,62241.234218373946
Deaths,Female,60 to 64,road injuries,leeds,1.2177078519520514,62241.234218373924
Deaths,Female,60 to 64,stomach cancer,leeds,5.438740829344516,62241.234218374004
Deaths,Female,60 to 64,stroke,leeds,20.01373619141738,62241.234218374
Deaths,Female,60 to 64,"tracheal, bronchus, and lung cancer",leeds,64.70588502673598,62241.23421837393
