measure,sex,age,cause,cityregion,number,pop
Deaths,Female,15 to 19,cardiovascular diseases,sheffield,0.36057689600714676,39699.04640156177
Deaths,Female,15 to 19,chronic myeloid leukemia,sheffield,0.007646628690070172,39699.04640156177
Deaths,Female,15 to 19,chronic obstructive pulmonary disease,sheffield,0.028832667882143934,39699.04640156169
Deaths,Female,15 to 19,colon and rectum cancer,sheffield,0.01832630569651033,39699.04640156174
Deaths,Female,15 to 19,cyclist road injuries,sheffield,0.03937259944262687,39699.04640156175
Deaths,Female,15 to 19,diabetes mellitus type 2,sheffield,0.010643279427189114,39699.0464015617
Deaths,Female,15 to 19,ischemic heart disease,sheffield,0.02695281295498265,39699.046401561725
Deaths,Female,15 to 19,kidney cancer,sheffield,0.026627517453855776,39699.04640156169
Deaths,Female,15 to 19,liver cancer,sheffield,0.03237956694951051,39699.0464015617
Deaths,Female,15 to 19,lower respiratory infections,sheffield,0.15105241279284473,39699.0464015617
Deaths,Female,15 to 19,motor vehicle road injuries,sheffield,0.5563069122293095,39699.046401561725
Deaths,Female,15 to 19,motorcyclist road injuries,sheffield,0.06310102269300948,39699.0464015617
Deaths,Female,15 to 19,neoplasms,sheffield,1.3078091038720754,39699.046401561696
Deaths,Female,15 to 19,non-rheumatic valvular heart disease,sheffield,0.01713428237253257,39699.04640156171
Deaths,Female,15 to 19,other road injuries,sheffield,0.022591926095678623,39699.04640156169
Deaths,Female,15 to 19,other transport injuries,sheffield,0.037055829518052655,39699.04640156171
Deaths,Female,15 to 19,pedestrian road injuries,sheffield,0.20769959733134347,39699.04640156171
Deaths,Female,15 to 19,rheumatic heart disease,sheffield,0.007145741561701586,39699.046401561754
Deaths,Female,15 to 19,road injuries,sheffield,0.8890720577919681,39699.046401561725
Deaths,Female,15 to 19,stomach cancer,sheffield,0.006234122301501517,39699.04640156171
Deaths,Female,15 to 19,stroke,sheffield,0.10740761351671903,39699.046401561754
Deaths,Female,15 to 19,"tracheal, bronchus, and lung cancer",sheffield,0.01870347179236785,39699.0464015617
Deaths,Female,20 to 24,all causes,sheffield,9.565427291306834,47649.094036452836
Deaths,Female,20 to 24,bladder cancer,sheffield,0.005146748844996987,47649.094036452785
Deaths,Female,20 to 24,breast cancer,sheffield,0.064216916452045,47649.09403645284
Deaths,Female,20 to 24,cardiomyopathy and myocarditis,sheffield,0.09360937888753496,47649.094036452836
Deaths,Female,20 to 24,cardiovascular diseases,sheffield,0.704483079159789,47649.094036452734
Deaths,Female,20 to 24,chronic myeloid leukemia,sheffield,0.010982812309444718,47649.094036452785
Deaths,Female,20 to 24,chronic obstructive pulmonary disease,sheffield,0.04722120664696352,47649.09403645282
Deaths,Female,20 to 24,colon and rectum cancer,sheffield,0.07058839135296087,47649.09403645282
Deaths,Female,20 to 24,cyclist road injuries,sheffield,0.03785725859514907,47649.09403645281
Deaths,Female,20 to 24,diabetes mellitus type 2,sheffield,0.022379446338788227,47649.09403645279
Deaths,Female,20 to 24,esophageal cancer,sheffield,0.009241411361510896,47649.09403645285
Deaths,Female,20 to 24,ischemic heart disease,sheffield,0.07733581874111643,47649.094036452785
Deaths,Female,20 to 24,kidney cancer,sheffield,0.04047586101653792,47649.094036452814
Deaths,Female,20 to 24,liver cancer,sheffield,0.049485930179926314,47649.09403645283
Deaths,Female,20 to 24,lower respiratory infections,sheffield,0.23476569514295612,47649.094036452814
Deaths,Female,20 to 24,motor vehicle road injuries,sheffield,0.670769623843105,47649.09403645284
Deaths,Female,20 to 24,motorcyclist road injuries,sheffield,0.07060993695381648,47649.094036452814
Deaths,Female,20 to 24,multiple myeloma,sheffield,0.0032324009572162406,47649.094036452836
Deaths,Female,20 to 24,neoplasms,sheffield,2.0708355243195165,47649.094036452814
Deaths,Female,20 to 24,non-rheumatic valvular heart disease,sheffield,0.028551481292443788,47649.09403645286
Deaths,Female,20 to 24,other road injuries,sheffield,0.026955102989245246,47649.09403645281
Deaths,Female,20 to 24,other transport injuries,sheffield,0.04885350261770858,47649.094036452836
Deaths,Female,20 to 24,parkinson's disease,sheffield,6.224048246952278e-4,47649.09403645283
Deaths,Female,20 to 24,pedestrian road injuries,sheffield,0.18043322869192116,47649.09403645284
Deaths,Female,20 to 24,rheumatic heart disease,sheffield,0.016265817202316603,47649.09403645285
Deaths,Female,20 to 24,road injuries,sheffield,0.9866251510732365,47649.09403645282
Deaths,Female,20 to 24,stomach cancer,sheffield,0.02469318484304816,47649.09403645282
Deaths,Female,20 to 24,stroke,sheffield,0.23190620000244905,47649.094036452785
Deaths,Female,20 to 24,"tracheal, bronchus, and lung cancer",sheffield,0.04337927252057837,47649.09403645283
Deaths,Female,20 to 24,uterine cancer,sheffield,0.005549558724494456,47649.09403645287
Deaths,Female,25 to 29,all causes,sheffield,14.356021092315181,52646.14443178829
Deaths,Female,25 to 29,bladder cancer,sheffield,0.01836534562976776,52646.144431788285
Deaths,Female,25 to 29,breast cancer,sheffield,0.6487483021902187,52646.144431788314
Deaths,Female,25 to 29,cardiomyopathy and myocarditis,sheffield,0.1451283321001154,52646.14443178825
Deaths,Female,25 to 29,cardiovascular diseases,sheffield,1.5150189004830885,52646.14443178831
Deaths,Female,25 to 29,chronic myeloid leukemia,sheffield,0.022491946072115868,52646.14443178828
Deaths,Female,25 to 29,chronic obstructive pulmonary disease,sheffield,0.08313205530075678,52646.14443178831
Deaths,Female,25 to 29,colon and rectum cancer,sheffield,0.2642104780055639,52646.1444317883
Deaths,Female,25 to 29,cyclist road injuries,sheffield,0.032971679947287336,52646.14443178825
Deaths,Female,25 to 29,diabetes mellitus type 2,sheffield,0.04402195845471963,52646.14443178829
Deaths,Female,25 to 29,esophageal cancer,sheffield,0.03052054085236055,52646.144431788314
Deaths,Female,25 to 29,ischemic heart disease,sheffield,0.23936389402122266,52646.14443178835
Deaths,Female,25 to 29,kidney cancer,sheffield,0.07001297529697595,52646.144431788256
Deaths,Female,25 to 29,liver cancer,sheffield,0.09055590436891227,52646.14443178825
Deaths,Female,25 to 29,lower respiratory infections,sheffield,0.36542153242325054,52646.144431788314
Deaths,Female,25 to 29,motor vehicle road injuries,sheffield,0.48749190644881596,52646.14443178835
Deaths,Female,25 to 29,motorcyclist road injuries,sheffield,0.05351053044490226,52646.1444317883
Deaths,Female,25 to 29,multiple myeloma,sheffield,0.006749557430130801,52646.14443178828
Deaths,Female,25 to 29,neoplasms,sheffield,4.158176960000746,52646.14443178828
Deaths,Female,25 to 29,non-rheumatic valvular heart disease,sheffield,0.05742493134861912,52646.14443178821
Deaths,Female,25 to 29,other road injuries,sheffield,0.023811608174568386,52646.14443178832
Deaths,Female,25 to 29,other transport injuries,sheffield,0.048630479122880176,52646.144431788314
Deaths,Female,25 to 29,parkinson's disease,sheffield,3.7844994195018175e-4,52646.1444317883
Deaths,Female,25 to 29,pedestrian road injuries,sheffield,0.1323415531303853,52646.14443178834
Deaths,Female,25 to 29,rheumatic heart disease,sheffield,0.03398285557007611,52646.144431788256
Deaths,Female,25 to 29,road injuries,sheffield,0.7301272781459586,52646.14443178824
Deaths,Female,25 to 29,stomach cancer,sheffield,0.10159307159996309,52646.14443178826
Deaths,Female,25 to 29,stroke,sheffield,0.5497305523932609,52646.144431788285
Deaths,Female,25 to 29,"tracheal, bronchus, and lung cancer",sheffield,0.15169474943131633,52646.14443178829
Deaths,Female,25 to 29,uterine cancer,sheffield,0.024391733227773656,52646.14443178827
Deaths,Female,30 to 34,all causes,sheffield,24.97164943078513,51064.168103838325
Deaths,Female,30 to 34,bladder cancer,sheffield,0.06991212500775684,51064.16810383838
Deaths,Female,30 to 34,breast cancer,sheffield,2.6352610749763477,51064.16810383832
Deaths,Female,30 to 34,cardiomyopathy and myocarditis,sheffield,0.18690849761326797,51064.168103838354
Deaths,Female,30 to 34,cardiovascular diseases,sheffield,2.9153386891541704,51064.16810383831
Deaths,Female,30 to 34,chronic myeloid leukemia,sheffield,0.0352892989479406,51064.168103838296
Deaths,Female,30 to 34,chronic obstructive pulmonary disease,sheffield,0.16438228728350276,51064.168103838274
Deaths,Female,30 to 34,colon and rectum cancer,sheffield,0.6686705914263642,51064.16810383837
Deaths,Female,30 to 34,cyclist road injuries,sheffield,0.02887457342500086,51064.16810383827
Deaths,Female,30 to 34,diabetes mellitus type 2,sheffield,0.12736696677491677,51064.168103838354
Deaths,Female,30 to 34,esophageal cancer,sheffield,0.06922493405319356,51064.16810383831
Deaths,Female,30 to 34,ischemic heart disease,sheffield,0.7316231958893343,51064.16810383838
Deaths,Female,30 to 34,kidney cancer,sheffield,0.13741298398698618,51064.1681038383
Deaths,Female,30 to 34,liver cancer,sheffield,0.15997174833542888,51064.168103838354
Deaths,Female,30 to 34,lower respiratory infections,sheffield,0.6040709760004573,51064.16810383834
Deaths,Female,30 to 34,motor vehicle road injuries,sheffield,0.3945084480845111,51064.168103838325
Deaths,Female,30 to 34,motorcyclist road injuries,sheffield,0.05251761256917205,51064.168103838296
Deaths,Female,30 to 34,multiple myeloma,sheffield,0.025084243681701965,51064.16810383839
Deaths,Female,30 to 34,neoplasms,sheffield,9.074726602865713,51064.16810383828
Deaths,Female,30 to 34,non-rheumatic valvular heart disease,sheffield,0.0857011614994739,51064.16810383833
Deaths,Female,30 to 34,other road injuries,sheffield,0.021919729912223466,51064.16810383837
Deaths,Female,30 to 34,other transport injuries,sheffield,0.04977896534067917,51064.16810383834
Deaths,Female,30 to 34,parkinson's disease,sheffield,0.001253749255016555,51064.16810383838
Deaths,Female,30 to 34,pedestrian road injuries,sheffield,0.13232708219659883,51064.16810383837
Deaths,Female,30 to 34,rheumatic heart disease,sheffield,0.05386271933040254,51064.168103838296
Deaths,Female,30 to 34,road injuries,sheffield,0.6301474461875061,51064.16810383834
Deaths,Female,30 to 34,stomach cancer,sheffield,0.28516532771162606,51064.16810383832
Deaths,Female,30 to 34,stroke,sheffield,1.011992094479036,51064.16810383835
Deaths,Female,30 to 34,"tracheal, bronchus, and lung cancer",sheffield,0.5295189080520409,51064.16810383836
Deaths,Female,30 to 34,uterine cancer,sheffield,0.06341249742679136,51064.16810383834
Deaths,Female,35 to 39,all causes,sheffield,38.022734021617964,45886.69360870175
Deaths,Female,35 to 39,bladder cancer,sheffield,0.13023507228372838,45886.69360870173
Deaths,Female,35 to 39,breast cancer,sheffield,5.2108368989019045,45886.69360870174
Deaths,Female,35 to 39,cardiomyopathy and myocarditis,sheffield,0.2696436137525293,45886.69360870172
Deaths,Female,35 to 39,cardiovascular diseases,sheffield,4.971477804994429,45886.69360870173
Deaths,Female,35 to 39,chronic myeloid leukemia,sheffield,0.0518182505488057,45886.69360870176
Deaths,Female,35 to 39,chronic obstructive pulmonary disease,sheffield,0.30989418062763013,45886.69360870172
Deaths,Female,35 to 39,colon and rectum cancer,sheffield,1.1470780421738824,45886.69360870173
Deaths,Female,35 to 39,cyclist road injuries,sheffield,0.027372430514276902,45886.6936087018
Deaths,Female,35 to 39,diabetes mellitus type 2,sheffield,0.18005300746642067,45886.69360870177
Deaths,Female,35 to 39,esophageal cancer,sheffield,0.14838383458948262,45886.693608701804
Deaths,Female,35 to 39,ischemic heart disease,sheffield,1.6444101939150004,45886.693608701724
Deaths,Female,35 to 39,kidney cancer,sheffield,0.23376618293638168,45886.69360870173
Deaths,Female,35 to 39,liver cancer,sheffield,0.21631580286154772,45886.6936087018
Deaths,Female,35 to 39,lower respiratory infections,sheffield,0.93880774469703,45886.693608701724
Deaths,Female,35 to 39,motor vehicle road injuries,sheffield,0.340695359731174,45886.693608701746
Deaths,Female,35 to 39,motorcyclist road injuries,sheffield,0.051004535747187274,45886.693608701775
Deaths,Female,35 to 39,multiple myeloma,sheffield,0.07002438426617322,45886.693608701724
Deaths,Female,35 to 39,neoplasms,sheffield,15.40005399559892,45886.69360870178
Deaths,Female,35 to 39,non-rheumatic valvular heart disease,sheffield,0.10816897925682151,45886.69360870176
Deaths,Female,35 to 39,other road injuries,sheffield,0.02310623597668257,45886.693608701746
Deaths,Female,35 to 39,other transport injuries,sheffield,0.050064159443787504,45886.693608701746
Deaths,Female,35 to 39,parkinson's disease,sheffield,0.0046707199826446985,45886.69360870177
Deaths,Female,35 to 39,pedestrian road injuries,sheffield,0.14842551418213368,45886.69360870176
Deaths,Female,35 to 39,rheumatic heart disease,sheffield,0.08433218783514915,45886.693608701724
Deaths,Female,35 to 39,road injuries,sheffield,0.5906040761514545,45886.69360870176
Deaths,Female,35 to 39,stomach cancer,sheffield,0.47910915074980537,45886.69360870178
Deaths,Female,35 to 39,stroke,sheffield,1.703333967525825,45886.6936087018
Deaths,Female,35 to 39,"tracheal, bronchus, and lung cancer",sheffield,1.132982011551135,45886.693608701746
Deaths,Female,35 to 39,uterine cancer,sheffield,0.1273727372186069,45886.693608701746
Deaths,Female,40 to 44,all causes,sheffield,50.18465475478082,40612.006162073754
Deaths,Female,40 to 44,alzheimer's disease and other dementias,sheffield,0.04659472085829407,40612.00616207377
Deaths,Female,40 to 44,bladder cancer,sheffield,0.22577677422280418,40612.00616207374
Deaths,Female,40 to 44,breast cancer,sheffield,7.477447136996808,40612.00616207374
Deaths,Female,40 to 44,cardiomyopathy and myocarditis,sheffield,0.3115962955905578,40612.00616207376
Deaths,Female,40 to 44,cardiovascular diseases,sheffield,7.116600118495415,40612.00616207373
Deaths,Female,40 to 44,chronic myeloid leukemia,sheffield,0.050668778429868534,40612.006162073754
Deaths,Female,40 to 44,chronic obstructive pulmonary disease,sheffield,0.594282503972193,40612.006162073805
Deaths,Female,40 to 44,colon and rectum cancer,sheffield,1.7706435878957787,40612.006162073754
Deaths,Female,40 to 44,cyclist road injuries,sheffield,0.026016984619894934,40612.006162073754
Deaths,Female,40 to 44,diabetes mellitus type 2,sheffield,0.2297001180543953,40612.00616207378
Deaths,Female,40 to 44,esophageal cancer,sheffield,0.2701975329330476,40612.0061620738
Deaths,Female,40 to 44,ischemic heart disease,sheffield,2.6151843888935633,40612.00616207378
Deaths,Female,40 to 44,kidney cancer,sheffield,0.3716319651314325,40612.00616207374
Deaths,Female,40 to 44,liver cancer,sheffield,0.330052728744019,40612.00616207375
Deaths,Female,40 to 44,lower respiratory infections,sheffield,1.2439219901974854,40612.00616207375
Deaths,Female,40 to 44,motor vehicle road injuries,sheffield,0.3234755158185586,40612.006162073754
Deaths,Female,40 to 44,motorcyclist road injuries,sheffield,0.04439229209161791,40612.00616207379
Deaths,Female,40 to 44,multiple myeloma,sheffield,0.1416573955214462,40612.006162073776
Deaths,Female,40 to 44,neoplasms,sheffield,22.194727212194948,40612.00616207371
Deaths,Female,40 to 44,non-rheumatic valvular heart disease,sheffield,0.14185578459405754,40612.0061620737
Deaths,Female,40 to 44,other road injuries,sheffield,0.019115411121287413,40612.0061620737
Deaths,Female,40 to 44,other transport injuries,sheffield,0.044784731005792874,40612.00616207376
Deaths,Female,40 to 44,parkinson's disease,sheffield,0.028234941804143272,40612.00616207378
Deaths,Female,40 to 44,pedestrian road injuries,sheffield,0.1599639763493125,40612.00616207374
Deaths,Female,40 to 44,rheumatic heart disease,sheffield,0.14190638891567803,40612.00616207377
Deaths,Female,40 to 44,road injuries,sheffield,0.5729641800006714,40612.00616207374
Deaths,Female,40 to 44,stomach cancer,sheffield,0.7140963711119601,40612.00616207377
Deaths,Female,40 to 44,stroke,sheffield,2.2952239309302955,40612.00616207378
Deaths,Female,40 to 44,"tracheal, bronchus, and lung cancer",sheffield,2.196897581359854,40612.00616207378
Deaths,Female,40 to 44,uterine cancer,sheffield,0.2196749864122722,40612.006162073754
Deaths,Female,45 to 49,all causes,sheffield,82.84566531151674,46189.485479193245
Deaths,Female,45 to 49,alzheimer's disease and other dementias,sheffield,0.3230932624851407,46189.485479193274
Deaths,Female,45 to 49,bladder cancer,sheffield,0.4190988058700662,46189.48547919326
Deaths,Female,45 to 49,breast cancer,sheffield,12.412885236384733,46189.48547919327
Deaths,Female,45 to 49,cardiomyopathy and myocarditis,sheffield,0.44767459929115216,46189.48547919322
Deaths,Female,45 to 49,cardiovascular diseases,sheffield,12.51348438620929,46189.4854791932
Deaths,Female,45 to 49,chronic myeloid leukemia,sheffield,0.0755836665266394,46189.48547919315
Deaths,Female,45 to 49,chronic obstructive pulmonary disease,sheffield,1.5102847910872288,46189.485479193296
Deaths,Female,45 to 49,colon and rectum cancer,sheffield,3.4168505655644994,46189.4854791932
Deaths,Female,45 to 49,cyclist road injuries,sheffield,0.035000249252983326,46189.48547919319
Deaths,Female,45 to 49,diabetes mellitus type 2,sheffield,0.671431226235459,46189.485479193274
Deaths,Female,45 to 49,esophageal cancer,sheffield,0.6472504735120332,46189.485479193296
Deaths,Female,45 to 49,ischemic heart disease,sheffield,5.224465917201167,46189.48547919321
Deaths,Female,45 to 49,kidney cancer,sheffield,0.7225021222763075,46189.48547919326
Deaths,Female,45 to 49,liver cancer,sheffield,0.5933259164032875,46189.48547919323
Deaths,Female,45 to 49,lower respiratory infections,sheffield,1.9611976511030695,46189.48547919331
Deaths,Female,45 to 49,motor vehicle road injuries,sheffield,0.40470682410074166,46189.485479193216
Deaths,Female,45 to 49,motorcyclist road injuries,sheffield,0.05186302362500529,46189.48547919324
Deaths,Female,45 to 49,multiple myeloma,sheffield,0.33464682528941536,46189.48547919322
Deaths,Female,45 to 49,neoplasms,sheffield,39.574126053744536,46189.4854791932
Deaths,Female,45 to 49,non-rheumatic valvular heart disease,sheffield,0.22649780477612352,46189.48547919317
Deaths,Female,45 to 49,other road injuries,sheffield,0.028093955353994764,46189.48547919328
Deaths,Female,45 to 49,other transport injuries,sheffield,0.04676847928153377,46189.485479193274
Deaths,Female,45 to 49,parkinson's disease,sheffield,0.09614274359299045,46189.48547919324
Deaths,Female,45 to 49,pedestrian road injuries,sheffield,0.20961183095610905,46189.4854791932
Deaths,Female,45 to 49,rheumatic heart disease,sheffield,0.22997966779558587,46189.48547919322
Deaths,Female,45 to 49,road injuries,sheffield,0.7292758832888346,46189.48547919326
Deaths,Female,45 to 49,stomach cancer,sheffield,1.1690868526606983,46189.48547919323
Deaths,Female,45 to 49,stroke,sheffield,3.7968800104950953,46189.485479193216
Deaths,Female,45 to 49,"tracheal, bronchus, and lung cancer",sheffield,5.291281120639221,46189.48547919319
Deaths,Female,45 to 49,uterine cancer,sheffield,0.5451113722223584,46189.485479193194
Deaths,Female,5 to 9,all causes,sheffield,2.683721541610441,41672.09999016591
Deaths,Female,5 to 9,cardiomyopathy and myocarditis,sheffield,0.030132634871911014,41672.09999016594
Deaths,Female,5 to 9,cardiovascular diseases,sheffield,0.09867448305411207,41672.09999016589
Deaths,Female,5 to 9,chronic myeloid leukemia,sheffield,0.0038342054075584065,41672.099990165894
Deaths,Female,5 to 9,chronic obstructive pulmonary disease,sheffield,0.0093894665164552,41672.09999016595
Deaths,Female,5 to 9,colon and rectum cancer,sheffield,0.0068145761360788055,41672.09999016592
Deaths,Female,5 to 9,cyclist road injuries,sheffield,0.016174328851237,41672.099990165894
Deaths,Female,5 to 9,kidney cancer,sheffield,0.06052343987134413,41672.09999016587
Deaths,Female,5 to 9,liver cancer,sheffield,0.02658277614958942,41672.09999016595
Deaths,Female,5 to 9,lower respiratory infections,sheffield,0.1085976299866803,41672.09999016592
Deaths,Female,5 to 9,motor vehicle road injuries,sheffield,0.06648176134730646,41672.09999016594
Deaths,Female,5 to 9,motorcyclist road injuries,sheffield,0.004727320559120607,41672.09999016592
Deaths,Female,5 to 9,neoplasms,sheffield,0.879491770020894,41672.099990165974
Deaths,Female,5 to 9,other road injuries,sheffield,0.004791576046232501,41672.099990165916
Deaths,Female,5 to 9,other transport injuries,sheffield,0.011823201835606747,41672.09999016591
Deaths,Female,5 to 9,pedestrian road injuries,sheffield,0.08297353092790981,41672.09999016591
Deaths,Female,5 to 9,rheumatic heart disease,sheffield,0.00418300193871555,41672.09999016594
Deaths,Female,5 to 9,road injuries,sheffield,0.17514851773180629,41672.09999016585
Deaths,Female,5 to 9,stroke,sheffield,0.02315220432398405,41672.09999016592
Deaths,Female,50 to 54,all causes,sheffield,131.34990158928684,49407.490435170286
Deaths,Female,50 to 54,alzheimer's disease and other dementias,sheffield,0.7096257169107469,49407.49043517028
Deaths,Female,50 to 54,bladder cancer,sheffield,0.7514815173934076,49407.490435170286
Deaths,Female,50 to 54,breast cancer,sheffield,18.188425918023047,49407.4904351703
Deaths,Female,50 to 54,cardiomyopathy and myocarditis,sheffield,0.5247196888230974,49407.49043517027
Deaths,Female,50 to 54,cardiovascular diseases,sheffield,20.753879906935357,49407.49043517028
Deaths,Female,50 to 54,chronic myeloid leukemia,sheffield,0.07635329718100523,49407.49043517033
Deaths,Female,50 to 54,chronic obstructive pulmonary disease,sheffield,4.704434710761506,49407.49043517026
Deaths,Female,50 to 54,colon and rectum cancer,sheffield,6.073717746283048,49407.490435170315
Deaths,Female,50 to 54,cyclist road injuries,sheffield,0.03937150927477675,49407.49043517031
Deaths,Female,50 to 54,diabetes mellitus type 2,sheffield,0.9279997441155812,49407.49043517033
Deaths,Female,50 to 54,esophageal cancer,sheffield,1.6971297590361396,49407.4904351703
Deaths,Female,50 to 54,ischemic heart disease,sheffield,9.938587970610367,49407.490435170264
Deaths,Female,50 to 54,kidney cancer,sheffield,1.341097609882574,49407.4904351703
Deaths,Female,50 to 54,liver cancer,sheffield,1.3112297110480406,49407.490435170286
Deaths,Female,50 to 54,lower respiratory infections,sheffield,2.9727616790852056,49407.490435170264
Deaths,Female,50 to 54,motor vehicle road injuries,sheffield,0.3694964771046225,49407.4904351703
Deaths,Female,50 to 54,motorcyclist road injuries,sheffield,0.04413512425807599,49407.49043517034
Deaths,Female,50 to 54,multiple myeloma,sheffield,0.7888000530289443,49407.49043517024
Deaths,Female,50 to 54,neoplasms,sheffield,69.84406595759997,49407.490435170286
Deaths,Female,50 to 54,non-rheumatic valvular heart disease,sheffield,0.3619426891492175,49407.490435170286
Deaths,Female,50 to 54,other road injuries,sheffield,0.02862517198539402,49407.49043517027
Deaths,Female,50 to 54,other transport injuries,sheffield,0.042450775945000935,49407.49043517033
Deaths,Female,50 to 54,parkinson's disease,sheffield,0.23599584894801914,49407.49043517031
Deaths,Female,50 to 54,pedestrian road injuries,sheffield,0.2108241479401879,49407.490435170315
Deaths,Female,50 to 54,rheumatic heart disease,sheffield,0.3712764428656862,49407.49043517031
Deaths,Female,50 to 54,road injuries,sheffield,0.6924524305630565,49407.490435170235
Deaths,Female,50 to 54,stomach cancer,sheffield,1.8343338369635867,49407.490435170315
Deaths,Female,50 to 54,stroke,sheffield,5.861733001216486,49407.490435170286
Deaths,Female,50 to 54,"tracheal, bronchus, and lung cancer",sheffield,13.48425623365663,49407.49043517029
Deaths,Female,50 to 54,uterine cancer,sheffield,1.3530181516600344,49407.490435170286
Deaths,Female,55 to 59,all causes,sheffield,202.7542751282738,45555.33704590983
Deaths,Female,55 to 59,alzheimer's disease and other dementias,sheffield,1.3792847322038866,45555.33704590984
Deaths,Female,55 to 59,bladder cancer,sheffield,1.3049847416351634,45555.33704590988
Deaths,Female,55 to 59,breast cancer,sheffield,25.375270430213583,45555.33704590984
Deaths,Female,55 to 59,cardiomyopathy and myocarditis,sheffield,0.7526302797649471,45555.337045909844
Deaths,Female,55 to 59,cardiovascular diseases,sheffield,32.935989773809304,45555.337045909866
Deaths,Female,55 to 59,chronic myeloid leukemia,sheffield,0.11659576949005082,45555.33704590986
Deaths,Female,55 to 59,chronic obstructive pulmonary disease,sheffield,9.734701335257043,45555.337045909866
Deaths,Female,55 to 59,colon and rectum cancer,sheffield,9.660057459090103,45555.33704590983
Deaths,Female,55 to 59,cyclist road injuries,sheffield,0.04007622636501816,45555.33704590981
Deaths,Female,55 to 59,diabetes mellitus type 2,sheffield,1.4717792802170573,45555.33704590984
Deaths,Female,55 to 59,esophageal cancer,sheffield,3.0157260808624726,45555.33704590985
Deaths,Female,55 to 59,ischemic heart disease,sheffield,16.882158803816168,45555.33704590978
Deaths,Female,55 to 59,kidney cancer,sheffield,2.3184489280715104,45555.33704590982
